"","x"
"1","Cercocebus_atys"
"2","Jaculus_jaculus"
"3","Papio_anubis"
"4","Vombatus_ursinus"
"5","Mus_musculus"
"6","Capra_hircus"
"7","Sus_scrofa"
"8","Ictidomys_tridecemlineatus"
"9","Canis_familiaris"
"10","Sarcophilus_harrisii"
"11","Gorilla_gorilla"
"12","Ursus_americanus"
"13","Ursus_maritimus"
"14","Tursiops_truncatus"
"15","Bison_bison"
"16","Pan_paniscus"
"17","Mustela_putorius_furo"
"18","Neovison_vison"
"19","Myotis_lucifugus"
"20","Macaca_nemestrina"
"21","Dasypus_novemcinctus"
"22","Ailuropoda_melanoleuca"
"23","Callithrix_jacchus"
"24","Vulpes_vulpes"
"25","Monodelphis_domestica"
"26","Pteropus_vampyrus"
"27","Octodon_degus"
"28","Panthera_pardus"
"29","Loxodonta_africana"
"30","Chinchilla_lanigera"
"31","Equus_caballus"
"32","Equus_asinus_asinus"
"33","Cavia_porcellus"
"34","Bos_taurus"
"35","Phascolarctos_cinereus"
"36","Chlorocebus_sabaeus"
"37","Colobus_angolensis_palliatus"
"38","Nomascus_leucogenys"
"39","Homo_sapiens"
"40","Mesocricetus_auratus"
"41","Marmota"
"42","Rattus_norvegicus"
"43","Oryctolagus_cuniculus"
"44","Pongo_abelii"
"45","Cebus_capucinus_imitator"
"46","Peromyscus_maniculatus_bairdii"
"47","Dipodomys_ordii"
"48","Panthera_tigris_altaica"
"49","Castor_canadensis"
"50","Mus_caroli"
"51","Ovis_aries"
"52","Meriones_unguiculatus"
"53","Felis_catus"
"54","Macaca_mulatta"
"55","Macaca_fascicularis"
"56","Microcebus_murinus"
"57","Pan_troglodytes"
"58","Microtus_ochrogaster"
"59","Carlito_syrichta"
"60","Saimiri_boliviensis_boliviensis"
"61","Otolemur_garnettii"
