"","x"
"1","Cavia_porcellus"
"2","Cebus_capucinus_imitator"
"3","Equus_caballus"
"4","Loxodonta_africana"
"5","Pan_troglodytes"
"6","Sarcophilus_harrisii"
"7","Ovis_aries"
"8","Mus_musculus"
"9","Jaculus_jaculus"
"10","Panthera_tigris_altaica"
"11","Phascolarctos_cinereus"
"12","Bison_bison"
"13","Colobus_angolensis_palliatus"
"14","Castor_canadensis"
"15","Macaca_mulatta"
"16","Bos_taurus"
"17","Equus_asinus_asinus"
"18","Chinchilla_lanigera"
"19","Capra_hircus"
"20","Otolemur_garnettii"
"21","Peromyscus_maniculatus_bairdii"
"22","Meriones_unguiculatus"
"23","Felis_catus"
"24","Neovison_vison"
"25","Vulpes_vulpes"
"26","Gorilla_gorilla"
"27","Myotis_lucifugus"
"28","Mus_caroli"
"29","Microtus_ochrogaster"
"30","Ursus_americanus"
"31","Dasypus_novemcinctus"
"32","Mesocricetus_auratus"
"33","Papio_anubis"
"34","Oryctolagus_cuniculus"
"35","Homo_sapiens"
"36","Ursus_maritimus"
"37","Sus_scrofa"
"38","Macaca_nemestrina"
"39","Callithrix_jacchus"
"40","Monodelphis_domestica"
"41","Microcebus_murinus"
"42","Saimiri_boliviensis_boliviensis"
"43","Macaca_fascicularis"
"44","Ailuropoda_melanoleuca"
"45","Marmota"
"46","Nomascus_leucogenys"
"47","Pongo_abelii"
"48","Tursiops_truncatus"
"49","Octodon_degus"
"50","Dipodomys_ordii"
"51","Cercocebus_atys"
"52","Rattus_norvegicus"
"53","Chlorocebus_sabaeus"
"54","Panthera_pardus"
"55","Canis_familiaris"
"56","Ictidomys_tridecemlineatus"
"57","Pan_paniscus"
"58","Carlito_syrichta"
"59","Vombatus_ursinus"
"60","Mustela_putorius_furo"
"61","Pteropus_vampyrus"
