"","x"
"1","Myotis_lucifugus"
"2","Pan_troglodytes"
"3","Ailuropoda_melanoleuca"
"4","Carlito_syrichta"
"5","Mus_musculus"
"6","Ursus_americanus"
"7","Oryctolagus_cuniculus"
"8","Dasypus_novemcinctus"
"9","Ovis_aries"
"10","Pongo_abelii"
"11","Peromyscus_maniculatus_bairdii"
"12","Microcebus_murinus"
"13","Loxodonta_africana"
"14","Neovison_vison"
"15","Gorilla_gorilla"
"16","Homo_sapiens"
"17","Ursus_maritimus"
"18","Monodelphis_domestica"
"19","Cebus_capucinus_imitator"
"20","Chlorocebus_sabaeus"
"21","Equus_caballus"
"22","Castor_canadensis"
"23","Phascolarctos_cinereus"
"24","Chinchilla_lanigera"
"25","Meriones_unguiculatus"
"26","Mustela_putorius_furo"
"27","Panthera_pardus"
"28","Equus_asinus_asinus"
"29","Capra_hircus"
"30","Saimiri_boliviensis_boliviensis"
"31","Octodon_degus"
"32","Jaculus_jaculus"
"33","Rattus_norvegicus"
"34","Pteropus_vampyrus"
"35","Papio_anubis"
"36","Bos_taurus"
"37","Otolemur_garnettii"
"38","Sarcophilus_harrisii"
"39","Ictidomys_tridecemlineatus"
"40","Callithrix_jacchus"
"41","Mus_caroli"
"42","Pan_paniscus"
"43","Vulpes_vulpes"
"44","Nomascus_leucogenys"
"45","Microtus_ochrogaster"
"46","Macaca_nemestrina"
"47","Sus_scrofa"
"48","Colobus_angolensis_palliatus"
"49","Felis_catus"
"50","Macaca_fascicularis"
"51","Cavia_porcellus"
"52","Canis_familiaris"
"53","Bison_bison"
"54","Dipodomys_ordii"
"55","Macaca_mulatta"
"56","Cercocebus_atys"
"57","Tursiops_truncatus"
"58","Vombatus_ursinus"
"59","Marmota"
"60","Panthera_tigris_altaica"
"61","Mesocricetus_auratus"
