"","x"
"1","Felis_catus"
"2","Jaculus_jaculus"
"3","Nomascus_leucogenys"
"4","Capra_hircus"
"5","Ursus_maritimus"
"6","Ictidomys_tridecemlineatus"
"7","Panthera_pardus"
"8","Mus_musculus"
"9","Meriones_unguiculatus"
"10","Dipodomys_ordii"
"11","Carlito_syrichta"
"12","Dasypus_novemcinctus"
"13","Phascolarctos_cinereus"
"14","Papio_anubis"
"15","Bison_bison"
"16","Peromyscus_maniculatus_bairdii"
"17","Chinchilla_lanigera"
"18","Castor_canadensis"
"19","Myotis_lucifugus"
"20","Pteropus_vampyrus"
"21","Equus_asinus_asinus"
"22","Saimiri_boliviensis_boliviensis"
"23","Equus_caballus"
"24","Sus_scrofa"
"25","Macaca_mulatta"
"26","Macaca_fascicularis"
"27","Mesocricetus_auratus"
"28","Microtus_ochrogaster"
"29","Loxodonta_africana"
"30","Neovison_vison"
"31","Mus_caroli"
"32","Panthera_tigris_altaica"
"33","Pan_troglodytes"
"34","Tursiops_truncatus"
"35","Macaca_nemestrina"
"36","Pan_paniscus"
"37","Otolemur_garnettii"
"38","Marmota"
"39","Cebus_capucinus_imitator"
"40","Gorilla_gorilla"
"41","Ovis_aries"
"42","Pongo_abelii"
"43","Cercocebus_atys"
"44","Chlorocebus_sabaeus"
"45","Vulpes_vulpes"
"46","Homo_sapiens"
"47","Oryctolagus_cuniculus"
"48","Octodon_degus"
"49","Sarcophilus_harrisii"
"50","Bos_taurus"
"51","Colobus_angolensis_palliatus"
"52","Rattus_norvegicus"
"53","Callithrix_jacchus"
"54","Microcebus_murinus"
"55","Vombatus_ursinus"
"56","Ursus_americanus"
"57","Ailuropoda_melanoleuca"
"58","Mustela_putorius_furo"
"59","Monodelphis_domestica"
"60","Cavia_porcellus"
"61","Canis_familiaris"
