"","x"
"1","Felis_catus"
"2","Pteropus_vampyrus"
"3","Ovis_aries"
"4","Carlito_syrichta"
"5","Myotis_lucifugus"
"6","Mus_musculus"
"7","Cebus_capucinus_imitator"
"8","Vombatus_ursinus"
"9","Cercocebus_atys"
"10","Marmota"
"11","Peromyscus_maniculatus_bairdii"
"12","Otolemur_garnettii"
"13","Capra_hircus"
"14","Ictidomys_tridecemlineatus"
"15","Mesocricetus_auratus"
"16","Neovison_vison"
"17","Macaca_nemestrina"
"18","Chlorocebus_sabaeus"
"19","Mus_caroli"
"20","Castor_canadensis"
"21","Monodelphis_domestica"
"22","Bison_bison"
"23","Papio_anubis"
"24","Ursus_americanus"
"25","Panthera_tigris_altaica"
"26","Dasypus_novemcinctus"
"27","Dipodomys_ordii"
"28","Pongo_abelii"
"29","Mustela_putorius_furo"
"30","Vulpes_vulpes"
"31","Bos_taurus"
"32","Tursiops_truncatus"
"33","Loxodonta_africana"
"34","Pan_paniscus"
"35","Ailuropoda_melanoleuca"
"36","Jaculus_jaculus"
"37","Ursus_maritimus"
"38","Nomascus_leucogenys"
"39","Octodon_degus"
"40","Equus_caballus"
"41","Macaca_fascicularis"
"42","Chinchilla_lanigera"
"43","Microtus_ochrogaster"
"44","Sarcophilus_harrisii"
"45","Callithrix_jacchus"
"46","Meriones_unguiculatus"
"47","Colobus_angolensis_palliatus"
"48","Pan_troglodytes"
"49","Sus_scrofa"
"50","Cavia_porcellus"
"51","Homo_sapiens"
"52","Equus_asinus_asinus"
"53","Saimiri_boliviensis_boliviensis"
"54","Oryctolagus_cuniculus"
"55","Canis_familiaris"
"56","Panthera_pardus"
"57","Macaca_mulatta"
"58","Gorilla_gorilla"
"59","Rattus_norvegicus"
"60","Microcebus_murinus"
"61","Phascolarctos_cinereus"
