"","x"
"1","Myotis_lucifugus"
"2","Ursus_americanus"
"3","Ursus_maritimus"
"4","Peromyscus_maniculatus_bairdii"
"5","Jaculus_jaculus"
"6","Equus_caballus"
"7","Mesocricetus_auratus"
"8","Otolemur_garnettii"
"9","Chlorocebus_sabaeus"
"10","Callithrix_jacchus"
"11","Mustela_putorius_furo"
"12","Pongo_abelii"
"13","Macaca_nemestrina"
"14","Papio_anubis"
"15","Capra_hircus"
"16","Macaca_mulatta"
"17","Cavia_porcellus"
"18","Saimiri_boliviensis_boliviensis"
"19","Vulpes_vulpes"
"20","Chinchilla_lanigera"
"21","Sarcophilus_harrisii"
"22","Vombatus_ursinus"
"23","Neovison_vison"
"24","Ailuropoda_melanoleuca"
"25","Colobus_angolensis_palliatus"
"26","Felis_catus"
"27","Nomascus_leucogenys"
"28","Macaca_fascicularis"
"29","Marmota"
"30","Cercocebus_atys"
"31","Pan_troglodytes"
"32","Tursiops_truncatus"
"33","Microcebus_murinus"
"34","Ictidomys_tridecemlineatus"
"35","Mus_caroli"
"36","Panthera_pardus"
"37","Sus_scrofa"
"38","Oryctolagus_cuniculus"
"39","Carlito_syrichta"
"40","Canis_familiaris"
"41","Microtus_ochrogaster"
"42","Loxodonta_africana"
"43","Dasypus_novemcinctus"
"44","Meriones_unguiculatus"
"45","Monodelphis_domestica"
"46","Phascolarctos_cinereus"
"47","Mus_musculus"
"48","Octodon_degus"
"49","Homo_sapiens"
"50","Pan_paniscus"
