"","x"
"1","Macaca_nemestrina"
"2","Cebus_capucinus_imitator"
"3","Sarcophilus_harrisii"
"4","Gorilla_gorilla"
"5","Pan_troglodytes"
"6","Myotis_lucifugus"
"7","Pteropus_vampyrus"
"8","Bison_bison"
"9","Saimiri_boliviensis_boliviensis"
"10","Cercocebus_atys"
"11","Mesocricetus_auratus"
"12","Chinchilla_lanigera"
"13","Macaca_fascicularis"
"14","Felis_catus"
"15","Cavia_porcellus"
"16","Vulpes_vulpes"
"17","Chlorocebus_sabaeus"
"18","Papio_anubis"
"19","Jaculus_jaculus"
"20","Pongo_abelii"
"21","Colobus_angolensis_palliatus"
"22","Callithrix_jacchus"
"23","Octodon_degus"
"24","Bos_taurus"
"25","Otolemur_garnettii"
"26","Phascolarctos_cinereus"
"27","Pan_paniscus"
"28","Macaca_mulatta"
"29","Monodelphis_domestica"
"30","Meriones_unguiculatus"
"31","Ursus_maritimus"
"32","Homo_sapiens"
"33","Ursus_americanus"
"34","Panthera_pardus"
"35","Equus_caballus"
"36","Vombatus_ursinus"
"37","Peromyscus_maniculatus_bairdii"
"38","Dipodomys_ordii"
"39","Sus_scrofa"
"40","Ictidomys_tridecemlineatus"
"41","Equus_asinus_asinus"
"42","Castor_canadensis"
"43","Dasypus_novemcinctus"
"44","Marmota"
"45","Nomascus_leucogenys"
"46","Oryctolagus_cuniculus"
"47","Canis_familiaris"
"48","Microtus_ochrogaster"
"49","Capra_hircus"
"50","Ovis_aries"
