"","x"
"1","Macaca_mulatta"
"2","Saimiri_boliviensis_boliviensis"
"3","Pan_troglodytes"
"4","Dasypus_novemcinctus"
"5","Sarcophilus_harrisii"
"6","Felis_catus"
"7","Cercocebus_atys"
"8","Meriones_unguiculatus"
"9","Ursus_maritimus"
"10","Vulpes_vulpes"
"11","Octodon_degus"
"12","Marmota"
"13","Pongo_abelii"
"14","Oryctolagus_cuniculus"
"15","Microcebus_murinus"
"16","Equus_asinus_asinus"
"17","Papio_anubis"
"18","Castor_canadensis"
"19","Callithrix_jacchus"
"20","Equus_caballus"
"21","Jaculus_jaculus"
"22","Myotis_lucifugus"
"23","Loxodonta_africana"
"24","Dipodomys_ordii"
"25","Ailuropoda_melanoleuca"
"26","Neovison_vison"
"27","Rattus_norvegicus"
"28","Capra_hircus"
"29","Chinchilla_lanigera"
"30","Monodelphis_domestica"
"31","Otolemur_garnettii"
"32","Mus_musculus"
"33","Tursiops_truncatus"
"34","Mesocricetus_auratus"
"35","Nomascus_leucogenys"
"36","Peromyscus_maniculatus_bairdii"
"37","Pan_paniscus"
"38","Panthera_pardus"
"39","Cavia_porcellus"
"40","Ictidomys_tridecemlineatus"
"41","Microtus_ochrogaster"
"42","Pteropus_vampyrus"
"43","Cebus_capucinus_imitator"
"44","Canis_familiaris"
"45","Panthera_tigris_altaica"
"46","Macaca_fascicularis"
"47","Bison_bison"
"48","Mus_caroli"
"49","Chlorocebus_sabaeus"
"50","Phascolarctos_cinereus"
