"","x"
"1","Macaca_mulatta"
"2","Monodelphis_domestica"
"3","Myotis_lucifugus"
"4","Pteropus_vampyrus"
"5","Chinchilla_lanigera"
"6","Capra_hircus"
"7","Mus_musculus"
"8","Dasypus_novemcinctus"
"9","Gorilla_gorilla"
"10","Panthera_tigris_altaica"
"11","Chlorocebus_sabaeus"
"12","Peromyscus_maniculatus_bairdii"
"13","Marmota"
"14","Sus_scrofa"
"15","Ursus_maritimus"
"16","Cercocebus_atys"
"17","Ailuropoda_melanoleuca"
"18","Ursus_americanus"
"19","Neovison_vison"
"20","Jaculus_jaculus"
"21","Pan_paniscus"
"22","Bos_taurus"
"23","Octodon_degus"
"24","Ictidomys_tridecemlineatus"
"25","Bison_bison"
"26","Equus_caballus"
"27","Callithrix_jacchus"
"28","Pongo_abelii"
"29","Loxodonta_africana"
"30","Panthera_pardus"
"31","Microcebus_murinus"
"32","Meriones_unguiculatus"
"33","Nomascus_leucogenys"
"34","Cebus_capucinus_imitator"
"35","Mesocricetus_auratus"
"36","Macaca_fascicularis"
"37","Pan_troglodytes"
"38","Rattus_norvegicus"
"39","Dipodomys_ordii"
"40","Mustela_putorius_furo"
"41","Microtus_ochrogaster"
"42","Vombatus_ursinus"
"43","Carlito_syrichta"
"44","Felis_catus"
"45","Saimiri_boliviensis_boliviensis"
"46","Ovis_aries"
"47","Castor_canadensis"
"48","Vulpes_vulpes"
"49","Homo_sapiens"
"50","Mus_caroli"
