"","x"
"1","Chlorocebus_sabaeus"
"2","Carlito_syrichta"
"3","Ailuropoda_melanoleuca"
"4","Pongo_abelii"
"5","Bos_taurus"
"6","Vombatus_ursinus"
"7","Mus_musculus"
"8","Pteropus_vampyrus"
"9","Panthera_tigris_altaica"
"10","Cercocebus_atys"
"11","Pan_troglodytes"
"12","Cavia_porcellus"
"13","Felis_catus"
"14","Ursus_maritimus"
"15","Mustela_putorius_furo"
"16","Rattus_norvegicus"
"17","Sarcophilus_harrisii"
"18","Equus_asinus_asinus"
"19","Nomascus_leucogenys"
"20","Mus_caroli"
"21","Cebus_capucinus_imitator"
"22","Vulpes_vulpes"
"23","Microtus_ochrogaster"
"24","Equus_caballus"
"25","Dipodomys_ordii"
"26","Ictidomys_tridecemlineatus"
"27","Capra_hircus"
"28","Ursus_americanus"
"29","Macaca_mulatta"
"30","Saimiri_boliviensis_boliviensis"
"31","Oryctolagus_cuniculus"
"32","Phascolarctos_cinereus"
"33","Castor_canadensis"
"34","Ovis_aries"
"35","Dasypus_novemcinctus"
"36","Chinchilla_lanigera"
"37","Macaca_fascicularis"
"38","Panthera_pardus"
"39","Neovison_vison"
"40","Monodelphis_domestica"
"41","Loxodonta_africana"
"42","Homo_sapiens"
"43","Peromyscus_maniculatus_bairdii"
"44","Callithrix_jacchus"
"45","Marmota"
"46","Octodon_degus"
"47","Papio_anubis"
"48","Mesocricetus_auratus"
"49","Canis_familiaris"
"50","Myotis_lucifugus"
