"","x"
"1","Colobus_angolensis_palliatus"
"2","Castor_canadensis"
"3","Equus_caballus"
"4","Pan_paniscus"
"5","Ictidomys_tridecemlineatus"
"6","Ailuropoda_melanoleuca"
"7","Gorilla_gorilla"
"8","Microcebus_murinus"
"9","Rattus_norvegicus"
"10","Jaculus_jaculus"
"11","Ursus_americanus"
"12","Cebus_capucinus_imitator"
"13","Vombatus_ursinus"
"14","Mus_musculus"
"15","Monodelphis_domestica"
"16","Meriones_unguiculatus"
"17","Sus_scrofa"
"18","Panthera_tigris_altaica"
"19","Pteropus_vampyrus"
"20","Phascolarctos_cinereus"
"21","Canis_familiaris"
"22","Loxodonta_africana"
"23","Dipodomys_ordii"
"24","Homo_sapiens"
"25","Tursiops_truncatus"
"26","Nomascus_leucogenys"
"27","Octodon_degus"
"28","Mesocricetus_auratus"
"29","Cavia_porcellus"
"30","Pan_troglodytes"
"31","Equus_asinus_asinus"
"32","Panthera_pardus"
"33","Mus_caroli"
"34","Oryctolagus_cuniculus"
"35","Saimiri_boliviensis_boliviensis"
"36","Macaca_mulatta"
"37","Pongo_abelii"
"38","Bos_taurus"
"39","Capra_hircus"
"40","Peromyscus_maniculatus_bairdii"
"41","Myotis_lucifugus"
"42","Callithrix_jacchus"
"43","Macaca_fascicularis"
"44","Cercocebus_atys"
"45","Mustela_putorius_furo"
"46","Chinchilla_lanigera"
"47","Ursus_maritimus"
"48","Papio_anubis"
"49","Otolemur_garnettii"
"50","Dasypus_novemcinctus"
