"","x"
"1","Mustela_putorius_furo"
"2","Pan_paniscus"
"3","Peromyscus_maniculatus_bairdii"
"4","Mesocricetus_auratus"
"5","Saimiri_boliviensis_boliviensis"
"6","Mus_musculus"
"7","Octodon_degus"
"8","Ursus_maritimus"
"9","Otolemur_garnettii"
"10","Pan_troglodytes"
"11","Microtus_ochrogaster"
"12","Dasypus_novemcinctus"
"13","Pongo_abelii"
"14","Macaca_mulatta"
"15","Cercocebus_atys"
"16","Panthera_pardus"
"17","Canis_familiaris"
"18","Ictidomys_tridecemlineatus"
"19","Macaca_fascicularis"
"20","Castor_canadensis"
"21","Carlito_syrichta"
"22","Sus_scrofa"
"23","Microcebus_murinus"
"24","Equus_caballus"
"25","Ovis_aries"
"26","Bison_bison"
"27","Neovison_vison"
"28","Chinchilla_lanigera"
"29","Felis_catus"
"30","Jaculus_jaculus"
"31","Rattus_norvegicus"
"32","Vulpes_vulpes"
"33","Pteropus_vampyrus"
"34","Capra_hircus"
"35","Gorilla_gorilla"
"36","Colobus_angolensis_palliatus"
"37","Loxodonta_africana"
"38","Phascolarctos_cinereus"
"39","Cavia_porcellus"
"40","Oryctolagus_cuniculus"
"41","Sarcophilus_harrisii"
"42","Meriones_unguiculatus"
"43","Mus_caroli"
"44","Equus_asinus_asinus"
"45","Chlorocebus_sabaeus"
"46","Dipodomys_ordii"
"47","Papio_anubis"
"48","Monodelphis_domestica"
"49","Macaca_nemestrina"
"50","Callithrix_jacchus"
