"","x"
"1","Pteropus_vampyrus"
"2","Monodelphis_domestica"
"3","Sarcophilus_harrisii"
"4","Mesocricetus_auratus"
"5","Colobus_angolensis_palliatus"
"6","Otolemur_garnettii"
"7","Equus_asinus_asinus"
"8","Ursus_americanus"
"9","Phascolarctos_cinereus"
"10","Dasypus_novemcinctus"
"11","Tursiops_truncatus"
"12","Pongo_abelii"
"13","Nomascus_leucogenys"
"14","Chlorocebus_sabaeus"
"15","Saimiri_boliviensis_boliviensis"
"16","Ursus_maritimus"
"17","Octodon_degus"
"18","Vombatus_ursinus"
"19","Ailuropoda_melanoleuca"
"20","Pan_troglodytes"
"21","Macaca_nemestrina"
"22","Vulpes_vulpes"
"23","Equus_caballus"
"24","Panthera_pardus"
"25","Myotis_lucifugus"
"26","Cercocebus_atys"
"27","Capra_hircus"
"28","Bison_bison"
"29","Ictidomys_tridecemlineatus"
"30","Macaca_mulatta"
"31","Carlito_syrichta"
"32","Microcebus_murinus"
"33","Dipodomys_ordii"
"34","Homo_sapiens"
"35","Mustela_putorius_furo"
"36","Oryctolagus_cuniculus"
"37","Sus_scrofa"
"38","Meriones_unguiculatus"
"39","Callithrix_jacchus"
"40","Neovison_vison"
"41","Jaculus_jaculus"
"42","Canis_familiaris"
"43","Marmota"
"44","Microtus_ochrogaster"
"45","Gorilla_gorilla"
"46","Mus_caroli"
"47","Mus_musculus"
"48","Bos_taurus"
"49","Chinchilla_lanigera"
"50","Castor_canadensis"
