"","x"
"1","Bison_bison"
"2","Equus_asinus_asinus"
"3","Microcebus_murinus"
"4","Neovison_vison"
"5","Cavia_porcellus"
"6","Phascolarctos_cinereus"
"7","Canis_familiaris"
"8","Saimiri_boliviensis_boliviensis"
"9","Myotis_lucifugus"
"10","Microtus_ochrogaster"
"11","Meriones_unguiculatus"
"12","Cebus_capucinus_imitator"
"13","Callithrix_jacchus"
"14","Pan_troglodytes"
"15","Cercocebus_atys"
"16","Carlito_syrichta"
"17","Castor_canadensis"
"18","Pteropus_vampyrus"
"19","Vombatus_ursinus"
"20","Chinchilla_lanigera"
"21","Ursus_americanus"
"22","Dipodomys_ordii"
"23","Otolemur_garnettii"
"24","Dasypus_novemcinctus"
"25","Pongo_abelii"
"26","Equus_caballus"
"27","Panthera_pardus"
"28","Peromyscus_maniculatus_bairdii"
"29","Panthera_tigris_altaica"
"30","Capra_hircus"
"31","Chlorocebus_sabaeus"
"32","Mesocricetus_auratus"
"33","Mustela_putorius_furo"
"34","Octodon_degus"
"35","Sus_scrofa"
"36","Rattus_norvegicus"
"37","Tursiops_truncatus"
"38","Colobus_angolensis_palliatus"
"39","Pan_paniscus"
"40","Ictidomys_tridecemlineatus"
"41","Ovis_aries"
"42","Felis_catus"
"43","Bos_taurus"
"44","Ailuropoda_melanoleuca"
"45","Vulpes_vulpes"
"46","Oryctolagus_cuniculus"
"47","Nomascus_leucogenys"
"48","Papio_anubis"
"49","Mus_musculus"
"50","Macaca_fascicularis"
