"","x"
"1","Macaca_fascicularis"
"2","Loxodonta_africana"
"3","Macaca_mulatta"
"4","Meriones_unguiculatus"
"5","Ictidomys_tridecemlineatus"
"6","Monodelphis_domestica"
"7","Mesocricetus_auratus"
"8","Ursus_maritimus"
"9","Equus_caballus"
"10","Vombatus_ursinus"
"11","Ailuropoda_melanoleuca"
"12","Saimiri_boliviensis_boliviensis"
"13","Jaculus_jaculus"
"14","Vulpes_vulpes"
"15","Macaca_nemestrina"
"16","Cercocebus_atys"
"17","Pan_troglodytes"
"18","Sarcophilus_harrisii"
"19","Myotis_lucifugus"
"20","Felis_catus"
"21","Ursus_americanus"
"22","Castor_canadensis"
"23","Bison_bison"
"24","Nomascus_leucogenys"
"25","Bos_taurus"
"26","Chinchilla_lanigera"
"27","Dasypus_novemcinctus"
"28","Cavia_porcellus"
"29","Microtus_ochrogaster"
"30","Octodon_degus"
"31","Mus_musculus"
"32","Microcebus_murinus"
"33","Canis_familiaris"
"34","Peromyscus_maniculatus_bairdii"
"35","Rattus_norvegicus"
"36","Dipodomys_ordii"
"37","Neovison_vison"
"38","Otolemur_garnettii"
"39","Homo_sapiens"
"40","Mus_caroli"
"41","Gorilla_gorilla"
"42","Chlorocebus_sabaeus"
"43","Phascolarctos_cinereus"
"44","Sus_scrofa"
"45","Cebus_capucinus_imitator"
"46","Tursiops_truncatus"
"47","Marmota"
"48","Capra_hircus"
"49","Pan_paniscus"
"50","Equus_asinus_asinus"
