"","x"
"1","Papio_anubis"
"2","Felis_catus"
"3","Loxodonta_africana"
"4","Jaculus_jaculus"
"5","Castor_canadensis"
"6","Ailuropoda_melanoleuca"
"7","Oryctolagus_cuniculus"
"8","Rattus_norvegicus"
"9","Gorilla_gorilla"
"10","Peromyscus_maniculatus_bairdii"
"11","Chinchilla_lanigera"
"12","Pan_paniscus"
"13","Cercocebus_atys"
"14","Neovison_vison"
"15","Saimiri_boliviensis_boliviensis"
"16","Dipodomys_ordii"
"17","Sus_scrofa"
"18","Monodelphis_domestica"
"19","Sarcophilus_harrisii"
"20","Macaca_nemestrina"
"21","Ictidomys_tridecemlineatus"
"22","Mus_caroli"
"23","Nomascus_leucogenys"
"24","Phascolarctos_cinereus"
"25","Equus_caballus"
"26","Macaca_mulatta"
"27","Bison_bison"
"28","Otolemur_garnettii"
"29","Mus_musculus"
"30","Panthera_tigris_altaica"
"31","Panthera_pardus"
"32","Macaca_fascicularis"
"33","Homo_sapiens"
"34","Cavia_porcellus"
"35","Pan_troglodytes"
"36","Equus_asinus_asinus"
"37","Ovis_aries"
"38","Octodon_degus"
"39","Pteropus_vampyrus"
"40","Vulpes_vulpes"
"41","Capra_hircus"
"42","Myotis_lucifugus"
"43","Canis_familiaris"
"44","Tursiops_truncatus"
"45","Mesocricetus_auratus"
"46","Ursus_americanus"
"47","Carlito_syrichta"
"48","Microcebus_murinus"
"49","Chlorocebus_sabaeus"
"50","Colobus_angolensis_palliatus"
