"","x"
"1","Gorilla_gorilla"
"2","Nomascus_leucogenys"
"3","Bos_taurus"
"4","Loxodonta_africana"
"5","Microcebus_murinus"
"6","Phascolarctos_cinereus"
"7","Felis_catus"
"8","Mesocricetus_auratus"
"9","Mus_caroli"
"10","Papio_anubis"
"11","Ictidomys_tridecemlineatus"
"12","Pan_troglodytes"
"13","Panthera_pardus"
"14","Colobus_angolensis_palliatus"
"15","Macaca_mulatta"
"16","Macaca_fascicularis"
"17","Equus_asinus_asinus"
"18","Cavia_porcellus"
"19","Cercocebus_atys"
"20","Myotis_lucifugus"
"21","Mus_musculus"
"22","Oryctolagus_cuniculus"
"23","Neovison_vison"
"24","Callithrix_jacchus"
"25","Octodon_degus"
"26","Panthera_tigris_altaica"
"27","Capra_hircus"
"28","Pan_paniscus"
"29","Dipodomys_ordii"
"30","Tursiops_truncatus"
"31","Monodelphis_domestica"
"32","Ovis_aries"
"33","Pongo_abelii"
"34","Marmota"
"35","Vulpes_vulpes"
"36","Macaca_nemestrina"
"37","Cebus_capucinus_imitator"
"38","Jaculus_jaculus"
"39","Pteropus_vampyrus"
"40","Microtus_ochrogaster"
"41","Sarcophilus_harrisii"
"42","Homo_sapiens"
"43","Otolemur_garnettii"
"44","Vombatus_ursinus"
"45","Mustela_putorius_furo"
"46","Sus_scrofa"
"47","Peromyscus_maniculatus_bairdii"
"48","Meriones_unguiculatus"
"49","Ailuropoda_melanoleuca"
"50","Castor_canadensis"
