"","x"
"1","Marmota"
"2","Dipodomys_ordii"
"3","Chlorocebus_sabaeus"
"4","Vombatus_ursinus"
"5","Callithrix_jacchus"
"6","Cercocebus_atys"
"7","Carlito_syrichta"
"8","Bos_taurus"
"9","Tursiops_truncatus"
"10","Rattus_norvegicus"
"11","Mus_musculus"
"12","Neovison_vison"
"13","Sarcophilus_harrisii"
"14","Vulpes_vulpes"
"15","Saimiri_boliviensis_boliviensis"
"16","Homo_sapiens"
"17","Mus_caroli"
"18","Felis_catus"
"19","Gorilla_gorilla"
"20","Pteropus_vampyrus"
"21","Bison_bison"
"22","Papio_anubis"
"23","Equus_caballus"
"24","Pongo_abelii"
"25","Mesocricetus_auratus"
"26","Macaca_nemestrina"
"27","Meriones_unguiculatus"
"28","Microtus_ochrogaster"
"29","Capra_hircus"
"30","Equus_asinus_asinus"
"31","Panthera_tigris_altaica"
"32","Colobus_angolensis_palliatus"
"33","Loxodonta_africana"
"34","Dasypus_novemcinctus"
"35","Macaca_fascicularis"
"36","Pan_troglodytes"
"37","Oryctolagus_cuniculus"
"38","Octodon_degus"
"39","Ovis_aries"
"40","Mustela_putorius_furo"
"41","Chinchilla_lanigera"
"42","Microcebus_murinus"
"43","Nomascus_leucogenys"
"44","Monodelphis_domestica"
"45","Myotis_lucifugus"
"46","Sus_scrofa"
"47","Otolemur_garnettii"
"48","Cavia_porcellus"
"49","Pan_paniscus"
"50","Panthera_pardus"
