"","x"
"1","Macaca_mulatta"
"2","Callithrix_jacchus"
"3","Pongo_abelii"
"4","Ovis_aries"
"5","Otolemur_garnettii"
"6","Microtus_ochrogaster"
"7","Myotis_lucifugus"
"8","Dipodomys_ordii"
"9","Mustela_putorius_furo"
"10","Macaca_nemestrina"
"11","Equus_caballus"
"12","Macaca_fascicularis"
"13","Tursiops_truncatus"
"14","Mesocricetus_auratus"
"15","Homo_sapiens"
"16","Ursus_americanus"
"17","Mus_musculus"
"18","Sus_scrofa"
"19","Marmota"
"20","Neovison_vison"
"21","Oryctolagus_cuniculus"
"22","Nomascus_leucogenys"
"23","Panthera_tigris_altaica"
"24","Rattus_norvegicus"
"25","Cercocebus_atys"
"26","Gorilla_gorilla"
"27","Chlorocebus_sabaeus"
"28","Chinchilla_lanigera"
"29","Equus_asinus_asinus"
"30","Canis_familiaris"
"31","Phascolarctos_cinereus"
"32","Ursus_maritimus"
"33","Pan_paniscus"
"34","Bison_bison"
"35","Microcebus_murinus"
"36","Pteropus_vampyrus"
"37","Jaculus_jaculus"
"38","Cebus_capucinus_imitator"
"39","Mus_caroli"
"40","Cavia_porcellus"
"41","Castor_canadensis"
"42","Panthera_pardus"
"43","Pan_troglodytes"
"44","Dasypus_novemcinctus"
"45","Peromyscus_maniculatus_bairdii"
"46","Octodon_degus"
"47","Vulpes_vulpes"
"48","Capra_hircus"
"49","Saimiri_boliviensis_boliviensis"
"50","Monodelphis_domestica"
