"","x"
"1","Castor_canadensis"
"2","Mus_musculus"
"3","Mus_caroli"
"4","Peromyscus_maniculatus_bairdii"
"5","Panthera_pardus"
"6","Bison_bison"
"7","Microcebus_murinus"
"8","Tursiops_truncatus"
"9","Phascolarctos_cinereus"
"10","Meriones_unguiculatus"
"11","Chlorocebus_sabaeus"
"12","Oryctolagus_cuniculus"
"13","Nomascus_leucogenys"
"14","Capra_hircus"
"15","Neovison_vison"
"16","Ursus_americanus"
"17","Otolemur_garnettii"
"18","Cavia_porcellus"
"19","Vulpes_vulpes"
"20","Cercocebus_atys"
"21","Papio_anubis"
"22","Ursus_maritimus"
"23","Microtus_ochrogaster"
"24","Canis_familiaris"
"25","Marmota"
"26","Monodelphis_domestica"
"27","Mesocricetus_auratus"
"28","Bos_taurus"
"29","Pan_paniscus"
"30","Panthera_tigris_altaica"
"31","Myotis_lucifugus"
"32","Ovis_aries"
"33","Dipodomys_ordii"
"34","Pan_troglodytes"
"35","Callithrix_jacchus"
"36","Sus_scrofa"
"37","Equus_caballus"
"38","Ailuropoda_melanoleuca"
"39","Vombatus_ursinus"
"40","Chinchilla_lanigera"
"41","Octodon_degus"
"42","Sarcophilus_harrisii"
"43","Pongo_abelii"
"44","Jaculus_jaculus"
"45","Rattus_norvegicus"
"46","Felis_catus"
"47","Mustela_putorius_furo"
"48","Homo_sapiens"
"49","Pteropus_vampyrus"
"50","Ictidomys_tridecemlineatus"
