"","x"
"1","Tursiops_truncatus"
"2","Bison_bison"
"3","Sarcophilus_harrisii"
"4","Macaca_nemestrina"
"5","Cercocebus_atys"
"6","Otolemur_garnettii"
"7","Microtus_ochrogaster"
"8","Octodon_degus"
"9","Mesocricetus_auratus"
"10","Mus_caroli"
"11","Panthera_tigris_altaica"
"12","Ovis_aries"
"13","Chinchilla_lanigera"
"14","Loxodonta_africana"
"15","Meriones_unguiculatus"
"16","Bos_taurus"
"17","Marmota"
"18","Pteropus_vampyrus"
"19","Capra_hircus"
"20","Pongo_abelii"
"21","Felis_catus"
"22","Microcebus_murinus"
"23","Cebus_capucinus_imitator"
"24","Neovison_vison"
"25","Sus_scrofa"
"26","Peromyscus_maniculatus_bairdii"
"27","Mus_musculus"
"28","Phascolarctos_cinereus"
"29","Chlorocebus_sabaeus"
"30","Castor_canadensis"
"31","Ictidomys_tridecemlineatus"
"32","Vombatus_ursinus"
"33","Ursus_americanus"
"34","Macaca_fascicularis"
"35","Pan_paniscus"
"36","Macaca_mulatta"
"37","Oryctolagus_cuniculus"
"38","Homo_sapiens"
"39","Panthera_pardus"
"40","Rattus_norvegicus"
"41","Equus_asinus_asinus"
"42","Mustela_putorius_furo"
"43","Saimiri_boliviensis_boliviensis"
"44","Canis_familiaris"
"45","Vulpes_vulpes"
"46","Cavia_porcellus"
"47","Monodelphis_domestica"
"48","Nomascus_leucogenys"
"49","Myotis_lucifugus"
"50","Papio_anubis"
