"","x"
"1","Otolemur_garnettii"
"2","Equus_asinus_asinus"
"3","Castor_canadensis"
"4","Macaca_fascicularis"
"5","Canis_familiaris"
"6","Macaca_mulatta"
"7","Mus_musculus"
"8","Neovison_vison"
"9","Dasypus_novemcinctus"
"10","Panthera_pardus"
"11","Mustela_putorius_furo"
"12","Bison_bison"
"13","Pongo_abelii"
"14","Equus_caballus"
"15","Pan_troglodytes"
"16","Dipodomys_ordii"
"17","Colobus_angolensis_palliatus"
"18","Ictidomys_tridecemlineatus"
"19","Cebus_capucinus_imitator"
"20","Meriones_unguiculatus"
"21","Mesocricetus_auratus"
"22","Nomascus_leucogenys"
"23","Saimiri_boliviensis_boliviensis"
"24","Sus_scrofa"
"25","Vombatus_ursinus"
"26","Loxodonta_africana"
"27","Oryctolagus_cuniculus"
"28","Microtus_ochrogaster"
"29","Rattus_norvegicus"
"30","Myotis_lucifugus"
"31","Pteropus_vampyrus"
"32","Mus_caroli"
"33","Vulpes_vulpes"
"34","Homo_sapiens"
"35","Monodelphis_domestica"
"36","Ovis_aries"
"37","Octodon_degus"
"38","Chlorocebus_sabaeus"
"39","Phascolarctos_cinereus"
"40","Pan_paniscus"
"41","Felis_catus"
"42","Papio_anubis"
"43","Jaculus_jaculus"
"44","Carlito_syrichta"
"45","Ursus_americanus"
"46","Cavia_porcellus"
"47","Bos_taurus"
"48","Cercocebus_atys"
"49","Ursus_maritimus"
"50","Sarcophilus_harrisii"
