"","x"
"1","Bos_taurus"
"2","Sarcophilus_harrisii"
"3","Oryctolagus_cuniculus"
"4","Octodon_degus"
"5","Mus_caroli"
"6","Gorilla_gorilla"
"7","Colobus_angolensis_palliatus"
"8","Cavia_porcellus"
"9","Pteropus_vampyrus"
"10","Tursiops_truncatus"
"11","Felis_catus"
"12","Vulpes_vulpes"
"13","Homo_sapiens"
"14","Chlorocebus_sabaeus"
"15","Phascolarctos_cinereus"
"16","Ursus_maritimus"
"17","Chinchilla_lanigera"
"18","Ailuropoda_melanoleuca"
"19","Otolemur_garnettii"
"20","Saimiri_boliviensis_boliviensis"
"21","Macaca_mulatta"
"22","Sus_scrofa"
"23","Loxodonta_africana"
"24","Microtus_ochrogaster"
"25","Rattus_norvegicus"
"26","Papio_anubis"
"27","Pan_paniscus"
"28","Macaca_fascicularis"
"29","Dipodomys_ordii"
"30","Castor_canadensis"
"31","Vombatus_ursinus"
"32","Microcebus_murinus"
"33","Nomascus_leucogenys"
"34","Peromyscus_maniculatus_bairdii"
"35","Mustela_putorius_furo"
"36","Dasypus_novemcinctus"
"37","Cercocebus_atys"
"38","Canis_familiaris"
"39","Carlito_syrichta"
"40","Pongo_abelii"
"41","Monodelphis_domestica"
"42","Bison_bison"
"43","Ursus_americanus"
"44","Marmota"
"45","Pan_troglodytes"
"46","Panthera_tigris_altaica"
"47","Ovis_aries"
"48","Mesocricetus_auratus"
"49","Jaculus_jaculus"
"50","Macaca_nemestrina"
