"","x"
"1","Mesocricetus_auratus"
"2","Chinchilla_lanigera"
"3","Gorilla_gorilla"
"4","Callithrix_jacchus"
"5","Ovis_aries"
"6","Macaca_fascicularis"
"7","Chlorocebus_sabaeus"
"8","Ictidomys_tridecemlineatus"
"9","Vulpes_vulpes"
"10","Jaculus_jaculus"
"11","Equus_caballus"
"12","Rattus_norvegicus"
"13","Loxodonta_africana"
"14","Macaca_mulatta"
"15","Panthera_pardus"
"16","Dasypus_novemcinctus"
"17","Microcebus_murinus"
"18","Neovison_vison"
"19","Sarcophilus_harrisii"
"20","Cercocebus_atys"
"21","Phascolarctos_cinereus"
"22","Octodon_degus"
"23","Ailuropoda_melanoleuca"
"24","Pteropus_vampyrus"
"25","Castor_canadensis"
"26","Capra_hircus"
"27","Cebus_capucinus_imitator"
"28","Cavia_porcellus"
"29","Bos_taurus"
"30","Marmota"
"31","Carlito_syrichta"
"32","Equus_asinus_asinus"
"33","Pongo_abelii"
"34","Colobus_angolensis_palliatus"
"35","Ursus_maritimus"
"36","Bison_bison"
"37","Ursus_americanus"
"38","Pan_paniscus"
"39","Saimiri_boliviensis_boliviensis"
"40","Vombatus_ursinus"
"41","Dipodomys_ordii"
"42","Mustela_putorius_furo"
"43","Papio_anubis"
"44","Sus_scrofa"
"45","Monodelphis_domestica"
"46","Tursiops_truncatus"
"47","Mus_caroli"
"48","Meriones_unguiculatus"
"49","Felis_catus"
"50","Pan_troglodytes"
