"","x"
"1","Loxodonta_africana"
"2","Bison_bison"
"3","Ovis_aries"
"4","Jaculus_jaculus"
"5","Macaca_nemestrina"
"6","Macaca_fascicularis"
"7","Dipodomys_ordii"
"8","Ictidomys_tridecemlineatus"
"9","Pan_troglodytes"
"10","Panthera_tigris_altaica"
"11","Meriones_unguiculatus"
"12","Mesocricetus_auratus"
"13","Mus_caroli"
"14","Bos_taurus"
"15","Peromyscus_maniculatus_bairdii"
"16","Felis_catus"
"17","Myotis_lucifugus"
"18","Mustela_putorius_furo"
"19","Capra_hircus"
"20","Nomascus_leucogenys"
"21","Cebus_capucinus_imitator"
"22","Macaca_mulatta"
"23","Pan_paniscus"
"24","Phascolarctos_cinereus"
"25","Ursus_maritimus"
"26","Papio_anubis"
"27","Otolemur_garnettii"
"28","Colobus_angolensis_palliatus"
"29","Ursus_americanus"
"30","Monodelphis_domestica"
"31","Neovison_vison"
"32","Dasypus_novemcinctus"
"33","Marmota"
"34","Chlorocebus_sabaeus"
"35","Canis_familiaris"
"36","Microcebus_murinus"
"37","Tursiops_truncatus"
"38","Cavia_porcellus"
"39","Mus_musculus"
"40","Oryctolagus_cuniculus"
"41","Equus_caballus"
"42","Vombatus_ursinus"
"43","Rattus_norvegicus"
"44","Vulpes_vulpes"
"45","Octodon_degus"
"46","Castor_canadensis"
"47","Pteropus_vampyrus"
"48","Microtus_ochrogaster"
"49","Carlito_syrichta"
"50","Cercocebus_atys"
