"","x"
"1","Loxodonta_africana"
"2","Equus_asinus_asinus"
"3","Colobus_angolensis_palliatus"
"4","Otolemur_garnettii"
"5","Ursus_maritimus"
"6","Panthera_tigris_altaica"
"7","Capra_hircus"
"8","Macaca_nemestrina"
"9","Mus_caroli"
"10","Sarcophilus_harrisii"
"11","Tursiops_truncatus"
"12","Cebus_capucinus_imitator"
"13","Canis_familiaris"
"14","Saimiri_boliviensis_boliviensis"
"15","Panthera_pardus"
"16","Mesocricetus_auratus"
"17","Vombatus_ursinus"
"18","Gorilla_gorilla"
"19","Mus_musculus"
"20","Pan_paniscus"
"21","Macaca_mulatta"
"22","Ursus_americanus"
"23","Octodon_degus"
"24","Bos_taurus"
"25","Homo_sapiens"
"26","Monodelphis_domestica"
"27","Microcebus_murinus"
"28","Cavia_porcellus"
"29","Dasypus_novemcinctus"
"30","Marmota"
"31","Nomascus_leucogenys"
"32","Pongo_abelii"
"33","Chinchilla_lanigera"
"34","Ailuropoda_melanoleuca"
"35","Felis_catus"
"36","Jaculus_jaculus"
"37","Phascolarctos_cinereus"
"38","Callithrix_jacchus"
"39","Mustela_putorius_furo"
"40","Papio_anubis"
"41","Microtus_ochrogaster"
"42","Ictidomys_tridecemlineatus"
"43","Castor_canadensis"
"44","Ovis_aries"
"45","Meriones_unguiculatus"
"46","Pteropus_vampyrus"
"47","Pan_troglodytes"
"48","Sus_scrofa"
"49","Macaca_fascicularis"
"50","Rattus_norvegicus"
