"","x"
"1","Castor_canadensis"
"2","Nomascus_leucogenys"
"3","Felis_catus"
"4","Microcebus_murinus"
"5","Cebus_capucinus_imitator"
"6","Meriones_unguiculatus"
"7","Papio_anubis"
"8","Macaca_nemestrina"
"9","Panthera_pardus"
"10","Otolemur_garnettii"
"11","Oryctolagus_cuniculus"
"12","Mesocricetus_auratus"
"13","Macaca_mulatta"
"14","Canis_familiaris"
"15","Mus_caroli"
"16","Macaca_fascicularis"
"17","Homo_sapiens"
"18","Tursiops_truncatus"
"19","Octodon_degus"
"20","Ursus_maritimus"
"21","Ovis_aries"
"22","Pongo_abelii"
"23","Ictidomys_tridecemlineatus"
"24","Myotis_lucifugus"
"25","Panthera_tigris_altaica"
"26","Carlito_syrichta"
"27","Gorilla_gorilla"
"28","Callithrix_jacchus"
"29","Vombatus_ursinus"
"30","Bos_taurus"
"31","Vulpes_vulpes"
"32","Equus_caballus"
"33","Marmota"
"34","Mus_musculus"
"35","Ursus_americanus"
"36","Loxodonta_africana"
"37","Pan_troglodytes"
"38","Capra_hircus"
"39","Chlorocebus_sabaeus"
"40","Colobus_angolensis_palliatus"
"41","Mustela_putorius_furo"
"42","Cavia_porcellus"
"43","Peromyscus_maniculatus_bairdii"
"44","Dasypus_novemcinctus"
"45","Sus_scrofa"
"46","Pan_paniscus"
"47","Bison_bison"
"48","Phascolarctos_cinereus"
"49","Rattus_norvegicus"
"50","Neovison_vison"
