"","x"
"1","Chinchilla_lanigera"
"2","Vulpes_vulpes"
"3","Pongo_abelii"
"4","Ictidomys_tridecemlineatus"
"5","Ursus_americanus"
"6","Papio_anubis"
"7","Capra_hircus"
"8","Macaca_mulatta"
"9","Microcebus_murinus"
"10","Castor_canadensis"
"11","Sus_scrofa"
"12","Otolemur_garnettii"
"13","Mustela_putorius_furo"
"14","Equus_asinus_asinus"
"15","Oryctolagus_cuniculus"
"16","Macaca_nemestrina"
"17","Myotis_lucifugus"
"18","Peromyscus_maniculatus_bairdii"
"19","Chlorocebus_sabaeus"
"20","Canis_familiaris"
"21","Colobus_angolensis_palliatus"
"22","Vombatus_ursinus"
"23","Carlito_syrichta"
"24","Dasypus_novemcinctus"
"25","Cebus_capucinus_imitator"
"26","Panthera_tigris_altaica"
"27","Ailuropoda_melanoleuca"
"28","Equus_caballus"
"29","Pteropus_vampyrus"
"30","Jaculus_jaculus"
"31","Dipodomys_ordii"
"32","Meriones_unguiculatus"
"33","Nomascus_leucogenys"
"34","Cercocebus_atys"
"35","Marmota"
"36","Saimiri_boliviensis_boliviensis"
"37","Callithrix_jacchus"
"38","Bison_bison"
"39","Monodelphis_domestica"
"40","Loxodonta_africana"
"41","Panthera_pardus"
"42","Sarcophilus_harrisii"
"43","Gorilla_gorilla"
"44","Tursiops_truncatus"
"45","Pan_paniscus"
"46","Phascolarctos_cinereus"
"47","Mus_caroli"
"48","Cavia_porcellus"
"49","Macaca_fascicularis"
"50","Neovison_vison"
