"","x"
"1","Pan_troglodytes"
"2","Loxodonta_africana"
"3","Bison_bison"
"4","Mus_musculus"
"5","Monodelphis_domestica"
"6","Pongo_abelii"
"7","Mesocricetus_auratus"
"8","Dasypus_novemcinctus"
"9","Panthera_tigris_altaica"
"10","Cercocebus_atys"
"11","Jaculus_jaculus"
"12","Capra_hircus"
"13","Ursus_maritimus"
"14","Macaca_mulatta"
"15","Otolemur_garnettii"
"16","Ictidomys_tridecemlineatus"
"17","Saimiri_boliviensis_boliviensis"
"18","Ailuropoda_melanoleuca"
"19","Tursiops_truncatus"
"20","Homo_sapiens"
"21","Callithrix_jacchus"
"22","Mus_caroli"
"23","Sus_scrofa"
"24","Octodon_degus"
"25","Peromyscus_maniculatus_bairdii"
"26","Papio_anubis"
"27","Dipodomys_ordii"
"28","Meriones_unguiculatus"
"29","Ovis_aries"
"30","Marmota"
"31","Phascolarctos_cinereus"
"32","Colobus_angolensis_palliatus"
"33","Cavia_porcellus"
"34","Vombatus_ursinus"
"35","Rattus_norvegicus"
"36","Chinchilla_lanigera"
"37","Ursus_americanus"
"38","Microtus_ochrogaster"
"39","Gorilla_gorilla"
"40","Equus_caballus"
"41","Myotis_lucifugus"
"42","Nomascus_leucogenys"
"43","Macaca_nemestrina"
"44","Equus_asinus_asinus"
"45","Felis_catus"
"46","Vulpes_vulpes"
"47","Sarcophilus_harrisii"
"48","Mustela_putorius_furo"
"49","Pan_paniscus"
"50","Castor_canadensis"
