"","x"
"1","Chinchilla_lanigera"
"2","Saimiri_boliviensis_boliviensis"
"3","Felis_catus"
"4","Peromyscus_maniculatus_bairdii"
"5","Castor_canadensis"
"6","Bos_taurus"
"7","Rattus_norvegicus"
"8","Chlorocebus_sabaeus"
"9","Sus_scrofa"
"10","Oryctolagus_cuniculus"
"11","Callithrix_jacchus"
"12","Pongo_abelii"
"13","Ursus_maritimus"
"14","Octodon_degus"
"15","Canis_familiaris"
"16","Neovison_vison"
"17","Cebus_capucinus_imitator"
"18","Cavia_porcellus"
"19","Vulpes_vulpes"
"20","Sarcophilus_harrisii"
"21","Myotis_lucifugus"
"22","Gorilla_gorilla"
"23","Ursus_americanus"
"24","Mustela_putorius_furo"
"25","Capra_hircus"
"26","Mus_musculus"
"27","Nomascus_leucogenys"
"28","Dipodomys_ordii"
"29","Tursiops_truncatus"
"30","Pan_paniscus"
"31","Pteropus_vampyrus"
"32","Phascolarctos_cinereus"
"33","Homo_sapiens"
"34","Panthera_tigris_altaica"
"35","Ailuropoda_melanoleuca"
"36","Macaca_nemestrina"
"37","Macaca_mulatta"
"38","Microcebus_murinus"
"39","Pan_troglodytes"
"40","Equus_caballus"
"41","Marmota"
"42","Equus_asinus_asinus"
"43","Bison_bison"
"44","Colobus_angolensis_palliatus"
"45","Panthera_pardus"
"46","Microtus_ochrogaster"
"47","Otolemur_garnettii"
"48","Ovis_aries"
"49","Meriones_unguiculatus"
"50","Mesocricetus_auratus"
