"","x"
"1","Nomascus_leucogenys"
"2","Meriones_unguiculatus"
"3","Felis_catus"
"4","Sarcophilus_harrisii"
"5","Monodelphis_domestica"
"6","Jaculus_jaculus"
"7","Mustela_putorius_furo"
"8","Panthera_tigris_altaica"
"9","Sus_scrofa"
"10","Tursiops_truncatus"
"11","Otolemur_garnettii"
"12","Equus_asinus_asinus"
"13","Equus_caballus"
"14","Bison_bison"
"15","Chinchilla_lanigera"
"16","Cercocebus_atys"
"17","Dipodomys_ordii"
"18","Chlorocebus_sabaeus"
"19","Peromyscus_maniculatus_bairdii"
"20","Ursus_americanus"
"21","Carlito_syrichta"
"22","Vulpes_vulpes"
"23","Pan_troglodytes"
"24","Ursus_maritimus"
"25","Panthera_pardus"
"26","Marmota"
"27","Ailuropoda_melanoleuca"
"28","Canis_familiaris"
"29","Phascolarctos_cinereus"
"30","Macaca_mulatta"
"31","Oryctolagus_cuniculus"
"32","Ovis_aries"
"33","Cavia_porcellus"
"34","Neovison_vison"
"35","Saimiri_boliviensis_boliviensis"
"36","Macaca_fascicularis"
"37","Pan_paniscus"
"38","Rattus_norvegicus"
"39","Cebus_capucinus_imitator"
"40","Macaca_nemestrina"
"41","Pteropus_vampyrus"
"42","Microtus_ochrogaster"
"43","Homo_sapiens"
"44","Mus_musculus"
"45","Bos_taurus"
"46","Mus_caroli"
"47","Castor_canadensis"
"48","Colobus_angolensis_palliatus"
"49","Pongo_abelii"
"50","Papio_anubis"
