"","x"
"1","Canis_familiaris"
"2","Peromyscus_maniculatus_bairdii"
"3","Cavia_porcellus"
"4","Mustela_putorius_furo"
"5","Mus_caroli"
"6","Nomascus_leucogenys"
"7","Octodon_degus"
"8","Sus_scrofa"
"9","Equus_asinus_asinus"
"10","Tursiops_truncatus"
"11","Mesocricetus_auratus"
"12","Jaculus_jaculus"
"13","Pongo_abelii"
"14","Capra_hircus"
"15","Oryctolagus_cuniculus"
"16","Macaca_nemestrina"
"17","Ictidomys_tridecemlineatus"
"18","Colobus_angolensis_palliatus"
"19","Castor_canadensis"
"20","Equus_caballus"
"21","Ursus_maritimus"
"22","Dipodomys_ordii"
"23","Dasypus_novemcinctus"
"24","Marmota"
"25","Bos_taurus"
"26","Saimiri_boliviensis_boliviensis"
"27","Chinchilla_lanigera"
"28","Ursus_americanus"
"29","Phascolarctos_cinereus"
"30","Myotis_lucifugus"
"31","Macaca_mulatta"
"32","Callithrix_jacchus"
"33","Cercocebus_atys"
"34","Microtus_ochrogaster"
"35","Papio_anubis"
"36","Meriones_unguiculatus"
"37","Microcebus_murinus"
"38","Rattus_norvegicus"
"39","Carlito_syrichta"
"40","Monodelphis_domestica"
"41","Vombatus_ursinus"
"42","Pan_troglodytes"
"43","Pan_paniscus"
"44","Ailuropoda_melanoleuca"
"45","Cebus_capucinus_imitator"
"46","Mus_musculus"
"47","Pteropus_vampyrus"
"48","Otolemur_garnettii"
"49","Panthera_tigris_altaica"
"50","Bison_bison"
