"","x"
"1","Otolemur_garnettii"
"2","Phascolarctos_cinereus"
"3","Dipodomys_ordii"
"4","Capra_hircus"
"5","Ursus_maritimus"
"6","Jaculus_jaculus"
"7","Cavia_porcellus"
"8","Castor_canadensis"
"9","Sarcophilus_harrisii"
"10","Gorilla_gorilla"
"11","Colobus_angolensis_palliatus"
"12","Panthera_tigris_altaica"
"13","Chlorocebus_sabaeus"
"14","Callithrix_jacchus"
"15","Monodelphis_domestica"
"16","Cercocebus_atys"
"17","Vulpes_vulpes"
"18","Myotis_lucifugus"
"19","Vombatus_ursinus"
"20","Microcebus_murinus"
"21","Mustela_putorius_furo"
"22","Felis_catus"
"23","Mesocricetus_auratus"
"24","Ovis_aries"
"25","Pan_paniscus"
"26","Carlito_syrichta"
"27","Ictidomys_tridecemlineatus"
"28","Tursiops_truncatus"
"29","Pan_troglodytes"
"30","Bison_bison"
"31","Equus_caballus"
"32","Marmota"
"33","Ailuropoda_melanoleuca"
"34","Oryctolagus_cuniculus"
"35","Sus_scrofa"
"36","Meriones_unguiculatus"
"37","Cebus_capucinus_imitator"
"38","Pteropus_vampyrus"
"39","Homo_sapiens"
"40","Microtus_ochrogaster"
"41","Macaca_nemestrina"
"42","Pongo_abelii"
"43","Panthera_pardus"
"44","Peromyscus_maniculatus_bairdii"
"45","Saimiri_boliviensis_boliviensis"
"46","Dasypus_novemcinctus"
"47","Octodon_degus"
"48","Nomascus_leucogenys"
"49","Loxodonta_africana"
"50","Rattus_norvegicus"
