"","x"
"1","Otolemur_garnettii"
"2","Microtus_ochrogaster"
"3","Sus_scrofa"
"4","Pan_paniscus"
"5","Nomascus_leucogenys"
"6","Cercocebus_atys"
"7","Mus_caroli"
"8","Castor_canadensis"
"9","Ursus_americanus"
"10","Panthera_tigris_altaica"
"11","Ursus_maritimus"
"12","Phascolarctos_cinereus"
"13","Chlorocebus_sabaeus"
"14","Capra_hircus"
"15","Equus_asinus_asinus"
"16","Dasypus_novemcinctus"
"17","Mesocricetus_auratus"
"18","Pan_troglodytes"
"19","Macaca_mulatta"
"20","Panthera_pardus"
"21","Bos_taurus"
"22","Felis_catus"
"23","Macaca_fascicularis"
"24","Saimiri_boliviensis_boliviensis"
"25","Neovison_vison"
"26","Loxodonta_africana"
"27","Colobus_angolensis_palliatus"
"28","Peromyscus_maniculatus_bairdii"
"29","Cebus_capucinus_imitator"
"30","Papio_anubis"
"31","Homo_sapiens"
"32","Microcebus_murinus"
"33","Myotis_lucifugus"
"34","Jaculus_jaculus"
"35","Equus_caballus"
"36","Ailuropoda_melanoleuca"
"37","Callithrix_jacchus"
"38","Carlito_syrichta"
"39","Canis_familiaris"
"40","Pongo_abelii"
"41","Vulpes_vulpes"
"42","Mustela_putorius_furo"
"43","Bison_bison"
"44","Tursiops_truncatus"
"45","Macaca_nemestrina"
"46","Pteropus_vampyrus"
"47","Mus_musculus"
"48","Ictidomys_tridecemlineatus"
"49","Octodon_degus"
"50","Vombatus_ursinus"
