"","x"
"1","Mustela_putorius_furo"
"2","Mesocricetus_auratus"
"3","Felis_catus"
"4","Ursus_maritimus"
"5","Castor_canadensis"
"6","Cercocebus_atys"
"7","Bos_taurus"
"8","Ailuropoda_melanoleuca"
"9","Ictidomys_tridecemlineatus"
"10","Pongo_abelii"
"11","Panthera_tigris_altaica"
"12","Mus_musculus"
"13","Equus_asinus_asinus"
"14","Equus_caballus"
"15","Macaca_nemestrina"
"16","Dasypus_novemcinctus"
"17","Cavia_porcellus"
"18","Meriones_unguiculatus"
"19","Ovis_aries"
"20","Jaculus_jaculus"
"21","Sus_scrofa"
"22","Octodon_degus"
"23","Saimiri_boliviensis_boliviensis"
"24","Macaca_fascicularis"
"25","Colobus_angolensis_palliatus"
"26","Rattus_norvegicus"
"27","Ursus_americanus"
"28","Vombatus_ursinus"
"29","Panthera_pardus"
"30","Marmota"
"31","Myotis_lucifugus"
"32","Bison_bison"
"33","Pan_paniscus"
"34","Loxodonta_africana"
"35","Tursiops_truncatus"
"36","Microtus_ochrogaster"
"37","Sarcophilus_harrisii"
"38","Monodelphis_domestica"
"39","Cebus_capucinus_imitator"
"40","Callithrix_jacchus"
"41","Microcebus_murinus"
"42","Capra_hircus"
"43","Pan_troglodytes"
"44","Carlito_syrichta"
"45","Papio_anubis"
"46","Canis_familiaris"
"47","Otolemur_garnettii"
"48","Pteropus_vampyrus"
"49","Chinchilla_lanigera"
"50","Macaca_mulatta"
