"","x"
"1","Mus_caroli"
"2","Ovis_aries"
"3","Myotis_lucifugus"
"4","Meriones_unguiculatus"
"5","Ursus_maritimus"
"6","Marmota"
"7","Carlito_syrichta"
"8","Macaca_fascicularis"
"9","Neovison_vison"
"10","Chlorocebus_sabaeus"
"11","Ictidomys_tridecemlineatus"
"12","Dasypus_novemcinctus"
"13","Pteropus_vampyrus"
"14","Microtus_ochrogaster"
"15","Callithrix_jacchus"
"16","Peromyscus_maniculatus_bairdii"
"17","Pongo_abelii"
"18","Felis_catus"
"19","Cebus_capucinus_imitator"
"20","Cercocebus_atys"
"21","Papio_anubis"
"22","Macaca_mulatta"
"23","Vulpes_vulpes"
"24","Mus_musculus"
"25","Phascolarctos_cinereus"
"26","Pan_paniscus"
"27","Rattus_norvegicus"
"28","Mesocricetus_auratus"
"29","Nomascus_leucogenys"
"30","Oryctolagus_cuniculus"
"31","Chinchilla_lanigera"
"32","Dipodomys_ordii"
"33","Monodelphis_domestica"
"34","Otolemur_garnettii"
"35","Panthera_pardus"
"36","Equus_asinus_asinus"
"37","Equus_caballus"
"38","Loxodonta_africana"
"39","Canis_familiaris"
"40","Jaculus_jaculus"
"41","Cavia_porcellus"
"42","Panthera_tigris_altaica"
"43","Pan_troglodytes"
"44","Gorilla_gorilla"
"45","Tursiops_truncatus"
"46","Macaca_nemestrina"
"47","Sus_scrofa"
"48","Bison_bison"
"49","Microcebus_murinus"
"50","Ursus_americanus"
