"","x"
"1","Meriones_unguiculatus"
"2","Octodon_degus"
"3","Loxodonta_africana"
"4","Equus_caballus"
"5","Castor_canadensis"
"6","Bos_taurus"
"7","Rattus_norvegicus"
"8","Panthera_pardus"
"9","Felis_catus"
"10","Capra_hircus"
"11","Ursus_americanus"
"12","Cebus_capucinus_imitator"
"13","Equus_asinus_asinus"
"14","Carlito_syrichta"
"15","Microcebus_murinus"
"16","Ovis_aries"
"17","Phascolarctos_cinereus"
"18","Ailuropoda_melanoleuca"
"19","Macaca_mulatta"
"20","Marmota"
"21","Ursus_maritimus"
"22","Nomascus_leucogenys"
"23","Sarcophilus_harrisii"
"24","Dipodomys_ordii"
"25","Oryctolagus_cuniculus"
"26","Pan_paniscus"
"27","Pongo_abelii"
"28","Tursiops_truncatus"
"29","Papio_anubis"
"30","Canis_familiaris"
"31","Vulpes_vulpes"
"32","Panthera_tigris_altaica"
"33","Macaca_nemestrina"
"34","Cavia_porcellus"
"35","Saimiri_boliviensis_boliviensis"
"36","Mus_musculus"
"37","Callithrix_jacchus"
"38","Chinchilla_lanigera"
"39","Pteropus_vampyrus"
"40","Bison_bison"
"41","Microtus_ochrogaster"
"42","Otolemur_garnettii"
"43","Chlorocebus_sabaeus"
"44","Gorilla_gorilla"
"45","Dasypus_novemcinctus"
"46","Colobus_angolensis_palliatus"
"47","Peromyscus_maniculatus_bairdii"
"48","Neovison_vison"
"49","Mesocricetus_auratus"
"50","Myotis_lucifugus"
