"","x"
"1","Saimiri_boliviensis_boliviensis"
"2","Pan_paniscus"
"3","Ailuropoda_melanoleuca"
"4","Cavia_porcellus"
"5","Monodelphis_domestica"
"6","Ovis_aries"
"7","Vulpes_vulpes"
"8","Rattus_norvegicus"
"9","Otolemur_garnettii"
"10","Oryctolagus_cuniculus"
"11","Macaca_fascicularis"
"12","Macaca_nemestrina"
"13","Bos_taurus"
"14","Papio_anubis"
"15","Vombatus_ursinus"
"16","Macaca_mulatta"
"17","Pan_troglodytes"
"18","Cebus_capucinus_imitator"
"19","Cercocebus_atys"
"20","Myotis_lucifugus"
"21","Dipodomys_ordii"
"22","Colobus_angolensis_palliatus"
"23","Ursus_americanus"
"24","Equus_caballus"
"25","Bison_bison"
"26","Sus_scrofa"
"27","Capra_hircus"
"28","Pongo_abelii"
"29","Mustela_putorius_furo"
"30","Chlorocebus_sabaeus"
"31","Dasypus_novemcinctus"
"32","Canis_familiaris"
"33","Mus_musculus"
"34","Loxodonta_africana"
"35","Castor_canadensis"
"36","Ictidomys_tridecemlineatus"
"37","Peromyscus_maniculatus_bairdii"
"38","Meriones_unguiculatus"
"39","Nomascus_leucogenys"
"40","Ursus_maritimus"
"41","Neovison_vison"
"42","Callithrix_jacchus"
"43","Homo_sapiens"
"44","Pteropus_vampyrus"
"45","Mesocricetus_auratus"
"46","Felis_catus"
"47","Jaculus_jaculus"
"48","Panthera_tigris_altaica"
"49","Chinchilla_lanigera"
"50","Carlito_syrichta"
