"","x"
"1","Canis_familiaris"
"2","Pan_troglodytes"
"3","Cercocebus_atys"
"4","Vombatus_ursinus"
"5","Loxodonta_africana"
"6","Gorilla_gorilla"
"7","Bison_bison"
"8","Tursiops_truncatus"
"9","Microcebus_murinus"
"10","Rattus_norvegicus"
"11","Otolemur_garnettii"
"12","Neovison_vison"
"13","Dipodomys_ordii"
"14","Monodelphis_domestica"
"15","Chinchilla_lanigera"
"16","Dasypus_novemcinctus"
"17","Ailuropoda_melanoleuca"
"18","Macaca_nemestrina"
"19","Papio_anubis"
"20","Castor_canadensis"
"21","Marmota"
"22","Felis_catus"
"23","Callithrix_jacchus"
"24","Capra_hircus"
"25","Meriones_unguiculatus"
"26","Mustela_putorius_furo"
"27","Carlito_syrichta"
"28","Ovis_aries"
"29","Oryctolagus_cuniculus"
"30","Mesocricetus_auratus"
"31","Sarcophilus_harrisii"
"32","Pteropus_vampyrus"
"33","Colobus_angolensis_palliatus"
"34","Homo_sapiens"
"35","Phascolarctos_cinereus"
"36","Macaca_mulatta"
"37","Ursus_maritimus"
"38","Myotis_lucifugus"
"39","Equus_caballus"
"40","Microtus_ochrogaster"
"41","Chlorocebus_sabaeus"
"42","Mus_caroli"
"43","Saimiri_boliviensis_boliviensis"
"44","Bos_taurus"
"45","Octodon_degus"
"46","Panthera_tigris_altaica"
"47","Cavia_porcellus"
"48","Vulpes_vulpes"
"49","Cebus_capucinus_imitator"
"50","Ictidomys_tridecemlineatus"
