"","x"
"1","Chlorocebus_sabaeus"
"2","Bos_taurus"
"3","Nomascus_leucogenys"
"4","Felis_catus"
"5","Cavia_porcellus"
"6","Cebus_capucinus_imitator"
"7","Pongo_abelii"
"8","Mus_caroli"
"9","Chinchilla_lanigera"
"10","Marmota"
"11","Macaca_fascicularis"
"12","Dasypus_novemcinctus"
"13","Loxodonta_africana"
"14","Gorilla_gorilla"
"15","Homo_sapiens"
"16","Bison_bison"
"17","Mesocricetus_auratus"
"18","Panthera_tigris_altaica"
"19","Pan_paniscus"
"20","Macaca_mulatta"
"21","Monodelphis_domestica"
"22","Papio_anubis"
"23","Capra_hircus"
"24","Dipodomys_ordii"
"25","Carlito_syrichta"
"26","Ovis_aries"
"27","Ailuropoda_melanoleuca"
"28","Pteropus_vampyrus"
"29","Tursiops_truncatus"
"30","Octodon_degus"
"31","Rattus_norvegicus"
"32","Vulpes_vulpes"
"33","Canis_familiaris"
"34","Panthera_pardus"
"35","Meriones_unguiculatus"
"36","Equus_asinus_asinus"
"37","Ursus_maritimus"
"38","Otolemur_garnettii"
"39","Ictidomys_tridecemlineatus"
"40","Microcebus_murinus"
"41","Phascolarctos_cinereus"
"42","Castor_canadensis"
"43","Callithrix_jacchus"
"44","Equus_caballus"
"45","Cercocebus_atys"
"46","Neovison_vison"
"47","Vombatus_ursinus"
"48","Pan_troglodytes"
"49","Mustela_putorius_furo"
"50","Macaca_nemestrina"
