"","x"
"1","Gorilla_gorilla"
"2","Marmota"
"3","Capra_hircus"
"4","Meriones_unguiculatus"
"5","Nomascus_leucogenys"
"6","Panthera_tigris_altaica"
"7","Sus_scrofa"
"8","Papio_anubis"
"9","Carlito_syrichta"
"10","Mustela_putorius_furo"
"11","Callithrix_jacchus"
"12","Equus_caballus"
"13","Ursus_americanus"
"14","Ursus_maritimus"
"15","Dasypus_novemcinctus"
"16","Vulpes_vulpes"
"17","Equus_asinus_asinus"
"18","Cebus_capucinus_imitator"
"19","Chlorocebus_sabaeus"
"20","Ailuropoda_melanoleuca"
"21","Castor_canadensis"
"22","Mus_caroli"
"23","Ovis_aries"
"24","Chinchilla_lanigera"
"25","Otolemur_garnettii"
"26","Peromyscus_maniculatus_bairdii"
"27","Macaca_nemestrina"
"28","Homo_sapiens"
"29","Bos_taurus"
"30","Saimiri_boliviensis_boliviensis"
"31","Myotis_lucifugus"
"32","Oryctolagus_cuniculus"
"33","Ictidomys_tridecemlineatus"
"34","Colobus_angolensis_palliatus"
"35","Loxodonta_africana"
"36","Bison_bison"
"37","Panthera_pardus"
"38","Macaca_mulatta"
"39","Microtus_ochrogaster"
"40","Cercocebus_atys"
"41","Sarcophilus_harrisii"
"42","Monodelphis_domestica"
"43","Phascolarctos_cinereus"
"44","Microcebus_murinus"
"45","Octodon_degus"
"46","Mesocricetus_auratus"
"47","Pan_paniscus"
"48","Cavia_porcellus"
"49","Vombatus_ursinus"
"50","Neovison_vison"
