"","x"
"1","Macaca_mulatta"
"2","Vombatus_ursinus"
"3","Marmota"
"4","Neovison_vison"
"5","Cercocebus_atys"
"6","Chinchilla_lanigera"
"7","Saimiri_boliviensis_boliviensis"
"8","Sus_scrofa"
"9","Macaca_nemestrina"
"10","Capra_hircus"
"11","Pongo_abelii"
"12","Homo_sapiens"
"13","Ovis_aries"
"14","Oryctolagus_cuniculus"
"15","Dasypus_novemcinctus"
"16","Papio_anubis"
"17","Ailuropoda_melanoleuca"
"18","Panthera_pardus"
"19","Rattus_norvegicus"
"20","Macaca_fascicularis"
"21","Pan_troglodytes"
"22","Microtus_ochrogaster"
"23","Ursus_maritimus"
"24","Panthera_tigris_altaica"
"25","Cebus_capucinus_imitator"
"26","Carlito_syrichta"
"27","Ursus_americanus"
"28","Gorilla_gorilla"
"29","Microcebus_murinus"
"30","Otolemur_garnettii"
"31","Bison_bison"
"32","Mus_caroli"
"33","Colobus_angolensis_palliatus"
"34","Pan_paniscus"
"35","Monodelphis_domestica"
"36","Felis_catus"
"37","Vulpes_vulpes"
"38","Jaculus_jaculus"
"39","Sarcophilus_harrisii"
"40","Mus_musculus"
"41","Cavia_porcellus"
"42","Myotis_lucifugus"
"43","Mustela_putorius_furo"
"44","Pteropus_vampyrus"
"45","Phascolarctos_cinereus"
"46","Loxodonta_africana"
"47","Tursiops_truncatus"
"48","Bos_taurus"
"49","Dipodomys_ordii"
"50","Peromyscus_maniculatus_bairdii"
