"","x"
"1","Neovison_vison"
"2","Tursiops_truncatus"
"3","Vulpes_vulpes"
"4","Panthera_pardus"
"5","Pteropus_vampyrus"
"6","Nomascus_leucogenys"
"7","Macaca_nemestrina"
"8","Castor_canadensis"
"9","Ovis_aries"
"10","Saimiri_boliviensis_boliviensis"
"11","Callithrix_jacchus"
"12","Carlito_syrichta"
"13","Loxodonta_africana"
"14","Sarcophilus_harrisii"
"15","Panthera_tigris_altaica"
"16","Felis_catus"
"17","Bos_taurus"
"18","Equus_caballus"
"19","Capra_hircus"
"20","Macaca_mulatta"
"21","Gorilla_gorilla"
"22","Mesocricetus_auratus"
"23","Octodon_degus"
"24","Marmota"
"25","Pan_troglodytes"
"26","Mus_musculus"
"27","Vombatus_ursinus"
"28","Pan_paniscus"
"29","Ursus_maritimus"
"30","Cebus_capucinus_imitator"
"31","Equus_asinus_asinus"
"32","Monodelphis_domestica"
"33","Oryctolagus_cuniculus"
"34","Sus_scrofa"
"35","Ailuropoda_melanoleuca"
"36","Canis_familiaris"
"37","Microtus_ochrogaster"
"38","Bison_bison"
"39","Ictidomys_tridecemlineatus"
"40","Myotis_lucifugus"
"41","Ursus_americanus"
"42","Otolemur_garnettii"
"43","Cercocebus_atys"
"44","Dasypus_novemcinctus"
"45","Colobus_angolensis_palliatus"
"46","Dipodomys_ordii"
"47","Homo_sapiens"
"48","Microcebus_murinus"
"49","Chlorocebus_sabaeus"
"50","Phascolarctos_cinereus"
