"","x"
"1","Bison_bison"
"2","Ovis_aries"
"3","Panthera_tigris_altaica"
"4","Capra_hircus"
"5","Bos_taurus"
"6","Loxodonta_africana"
"7","Canis_familiaris"
"8","Castor_canadensis"
"9","Macaca_nemestrina"
"10","Ictidomys_tridecemlineatus"
"11","Ursus_americanus"
"12","Monodelphis_domestica"
"13","Dipodomys_ordii"
"14","Pan_troglodytes"
"15","Tursiops_truncatus"
"16","Microtus_ochrogaster"
"17","Macaca_fascicularis"
"18","Mus_musculus"
"19","Homo_sapiens"
"20","Pan_paniscus"
"21","Sus_scrofa"
"22","Otolemur_garnettii"
"23","Panthera_pardus"
"24","Cercocebus_atys"
"25","Felis_catus"
"26","Cavia_porcellus"
"27","Mustela_putorius_furo"
"28","Equus_asinus_asinus"
"29","Papio_anubis"
"30","Meriones_unguiculatus"
"31","Gorilla_gorilla"
"32","Chlorocebus_sabaeus"
"33","Myotis_lucifugus"
"34","Chinchilla_lanigera"
"35","Peromyscus_maniculatus_bairdii"
"36","Oryctolagus_cuniculus"
"37","Dasypus_novemcinctus"
"38","Sarcophilus_harrisii"
"39","Equus_caballus"
"40","Saimiri_boliviensis_boliviensis"
"41","Colobus_angolensis_palliatus"
"42","Jaculus_jaculus"
"43","Macaca_mulatta"
"44","Callithrix_jacchus"
"45","Ailuropoda_melanoleuca"
"46","Octodon_degus"
"47","Vulpes_vulpes"
"48","Mesocricetus_auratus"
"49","Phascolarctos_cinereus"
"50","Vombatus_ursinus"
