"","x"
"1","Mus_musculus"
"2","Castor_canadensis"
"3","Ovis_aries"
"4","Papio_anubis"
"5","Loxodonta_africana"
"6","Macaca_nemestrina"
"7","Pan_paniscus"
"8","Tursiops_truncatus"
"9","Microcebus_murinus"
"10","Carlito_syrichta"
"11","Gorilla_gorilla"
"12","Chlorocebus_sabaeus"
"13","Ursus_maritimus"
"14","Octodon_degus"
"15","Saimiri_boliviensis_boliviensis"
"16","Myotis_lucifugus"
"17","Canis_familiaris"
"18","Mesocricetus_auratus"
"19","Monodelphis_domestica"
"20","Macaca_fascicularis"
"21","Rattus_norvegicus"
"22","Vulpes_vulpes"
"23","Sarcophilus_harrisii"
"24","Vombatus_ursinus"
"25","Mus_caroli"
"26","Sus_scrofa"
"27","Cavia_porcellus"
"28","Pongo_abelii"
"29","Microtus_ochrogaster"
"30","Nomascus_leucogenys"
"31","Bos_taurus"
"32","Bison_bison"
"33","Oryctolagus_cuniculus"
"34","Dipodomys_ordii"
"35","Colobus_angolensis_palliatus"
"36","Meriones_unguiculatus"
"37","Pan_troglodytes"
"38","Phascolarctos_cinereus"
"39","Panthera_pardus"
"40","Capra_hircus"
"41","Otolemur_garnettii"
"42","Ictidomys_tridecemlineatus"
"43","Cercocebus_atys"
"44","Jaculus_jaculus"
"45","Equus_asinus_asinus"
"46","Ailuropoda_melanoleuca"
"47","Callithrix_jacchus"
"48","Macaca_mulatta"
"49","Neovison_vison"
"50","Felis_catus"
