"","x"
"1","Macaca_fascicularis"
"2","Chlorocebus_sabaeus"
"3","Panthera_tigris_altaica"
"4","Marmota"
"5","Sus_scrofa"
"6","Pteropus_vampyrus"
"7","Cavia_porcellus"
"8","Canis_familiaris"
"9","Equus_asinus_asinus"
"10","Peromyscus_maniculatus_bairdii"
"11","Mus_caroli"
"12","Pan_troglodytes"
"13","Rattus_norvegicus"
"14","Ursus_americanus"
"15","Felis_catus"
"16","Neovison_vison"
"17","Gorilla_gorilla"
"18","Monodelphis_domestica"
"19","Macaca_mulatta"
"20","Mesocricetus_auratus"
"21","Mustela_putorius_furo"
"22","Carlito_syrichta"
"23","Phascolarctos_cinereus"
"24","Ailuropoda_melanoleuca"
"25","Saimiri_boliviensis_boliviensis"
"26","Mus_musculus"
"27","Callithrix_jacchus"
"28","Octodon_degus"
"29","Bison_bison"
"30","Bos_taurus"
"31","Chinchilla_lanigera"
"32","Macaca_nemestrina"
"33","Homo_sapiens"
"34","Papio_anubis"
"35","Dasypus_novemcinctus"
"36","Vulpes_vulpes"
"37","Oryctolagus_cuniculus"
"38","Cebus_capucinus_imitator"
"39","Colobus_angolensis_palliatus"
"40","Jaculus_jaculus"
"41","Meriones_unguiculatus"
"42","Ovis_aries"
"43","Capra_hircus"
"44","Myotis_lucifugus"
"45","Ictidomys_tridecemlineatus"
"46","Nomascus_leucogenys"
"47","Microtus_ochrogaster"
"48","Sarcophilus_harrisii"
"49","Panthera_pardus"
"50","Vombatus_ursinus"
