"","x"
"1","Chlorocebus_sabaeus"
"2","Mustela_putorius_furo"
"3","Octodon_degus"
"4","Equus_caballus"
"5","Oryctolagus_cuniculus"
"6","Ictidomys_tridecemlineatus"
"7","Neovison_vison"
"8","Vulpes_vulpes"
"9","Phascolarctos_cinereus"
"10","Monodelphis_domestica"
"11","Macaca_mulatta"
"12","Nomascus_leucogenys"
"13","Castor_canadensis"
"14","Homo_sapiens"
"15","Saimiri_boliviensis_boliviensis"
"16","Dipodomys_ordii"
"17","Chinchilla_lanigera"
"18","Marmota"
"19","Mesocricetus_auratus"
"20","Sarcophilus_harrisii"
"21","Macaca_fascicularis"
"22","Tursiops_truncatus"
"23","Bison_bison"
"24","Gorilla_gorilla"
"25","Dasypus_novemcinctus"
"26","Papio_anubis"
"27","Jaculus_jaculus"
"28","Pan_paniscus"
"29","Capra_hircus"
"30","Macaca_nemestrina"
"31","Peromyscus_maniculatus_bairdii"
"32","Loxodonta_africana"
"33","Rattus_norvegicus"
"34","Ursus_americanus"
"35","Cebus_capucinus_imitator"
"36","Callithrix_jacchus"
"37","Pan_troglodytes"
"38","Carlito_syrichta"
"39","Mus_musculus"
"40","Ursus_maritimus"
"41","Pongo_abelii"
"42","Mus_caroli"
"43","Meriones_unguiculatus"
"44","Otolemur_garnettii"
"45","Bos_taurus"
"46","Vombatus_ursinus"
"47","Pteropus_vampyrus"
"48","Myotis_lucifugus"
"49","Colobus_angolensis_palliatus"
"50","Canis_familiaris"
