"","x"
"1","Phascolarctos_cinereus"
"2","Sus_scrofa"
"3","Vombatus_ursinus"
"4","Macaca_nemestrina"
"5","Mus_musculus"
"6","Panthera_pardus"
"7","Bison_bison"
"8","Ursus_maritimus"
"9","Jaculus_jaculus"
"10","Vulpes_vulpes"
"11","Loxodonta_africana"
"12","Microtus_ochrogaster"
"13","Ictidomys_tridecemlineatus"
"14","Papio_anubis"
"15","Ursus_americanus"
"16","Ovis_aries"
"17","Chlorocebus_sabaeus"
"18","Myotis_lucifugus"
"19","Colobus_angolensis_palliatus"
"20","Saimiri_boliviensis_boliviensis"
"21","Marmota"
"22","Meriones_unguiculatus"
"23","Callithrix_jacchus"
"24","Pteropus_vampyrus"
"25","Capra_hircus"
"26","Equus_asinus_asinus"
"27","Mus_caroli"
"28","Neovison_vison"
"29","Pan_paniscus"
"30","Pan_troglodytes"
"31","Cercocebus_atys"
"32","Mustela_putorius_furo"
"33","Mesocricetus_auratus"
"34","Ailuropoda_melanoleuca"
"35","Castor_canadensis"
"36","Panthera_tigris_altaica"
"37","Homo_sapiens"
"38","Sarcophilus_harrisii"
"39","Chinchilla_lanigera"
"40","Pongo_abelii"
"41","Otolemur_garnettii"
"42","Dipodomys_ordii"
"43","Monodelphis_domestica"
"44","Tursiops_truncatus"
"45","Canis_familiaris"
"46","Cavia_porcellus"
"47","Equus_caballus"
"48","Peromyscus_maniculatus_bairdii"
"49","Felis_catus"
"50","Bos_taurus"
