"","x"
"1","Colobus_angolensis_palliatus"
"2","Canis_familiaris"
"3","Macaca_mulatta"
"4","Mus_musculus"
"5","Pan_paniscus"
"6","Pongo_abelii"
"7","Chinchilla_lanigera"
"8","Rattus_norvegicus"
"9","Monodelphis_domestica"
"10","Castor_canadensis"
"11","Meriones_unguiculatus"
"12","Phascolarctos_cinereus"
"13","Bison_bison"
"14","Callithrix_jacchus"
"15","Bos_taurus"
"16","Sus_scrofa"
"17","Macaca_nemestrina"
"18","Mus_caroli"
"19","Mesocricetus_auratus"
"20","Vulpes_vulpes"
"21","Cavia_porcellus"
"22","Tursiops_truncatus"
"23","Gorilla_gorilla"
"24","Felis_catus"
"25","Ailuropoda_melanoleuca"
"26","Vombatus_ursinus"
"27","Equus_caballus"
"28","Homo_sapiens"
"29","Octodon_degus"
"30","Oryctolagus_cuniculus"
"31","Panthera_tigris_altaica"
"32","Marmota"
"33","Peromyscus_maniculatus_bairdii"
"34","Microcebus_murinus"
"35","Ursus_maritimus"
"36","Microtus_ochrogaster"
"37","Carlito_syrichta"
"38","Nomascus_leucogenys"
"39","Sarcophilus_harrisii"
"40","Ovis_aries"
"41","Equus_asinus_asinus"
"42","Chlorocebus_sabaeus"
"43","Jaculus_jaculus"
"44","Dasypus_novemcinctus"
"45","Myotis_lucifugus"
"46","Ursus_americanus"
"47","Cebus_capucinus_imitator"
"48","Papio_anubis"
"49","Capra_hircus"
"50","Pteropus_vampyrus"
