"","x"
"1","Pteropus_vampyrus"
"2","Jaculus_jaculus"
"3","Monodelphis_domestica"
"4","Mustela_putorius_furo"
"5","Vombatus_ursinus"
"6","Octodon_degus"
"7","Ursus_maritimus"
"8","Macaca_mulatta"
"9","Otolemur_garnettii"
"10","Ursus_americanus"
"11","Myotis_lucifugus"
"12","Equus_asinus_asinus"
"13","Castor_canadensis"
"14","Gorilla_gorilla"
"15","Microcebus_murinus"
"16","Meriones_unguiculatus"
"17","Pongo_abelii"
"18","Mesocricetus_auratus"
"19","Chinchilla_lanigera"
"20","Macaca_nemestrina"
"21","Pan_paniscus"
"22","Chlorocebus_sabaeus"
"23","Microtus_ochrogaster"
"24","Canis_familiaris"
"25","Dipodomys_ordii"
"26","Carlito_syrichta"
"27","Ictidomys_tridecemlineatus"
"28","Homo_sapiens"
"29","Pan_troglodytes"
"30","Panthera_pardus"
"31","Vulpes_vulpes"
"32","Tursiops_truncatus"
"33","Saimiri_boliviensis_boliviensis"
"34","Neovison_vison"
"35","Rattus_norvegicus"
"36","Dasypus_novemcinctus"
"37","Cercocebus_atys"
"38","Ailuropoda_melanoleuca"
"39","Capra_hircus"
"40","Nomascus_leucogenys"
"41","Colobus_angolensis_palliatus"
"42","Sarcophilus_harrisii"
"43","Loxodonta_africana"
"44","Peromyscus_maniculatus_bairdii"
"45","Papio_anubis"
"46","Panthera_tigris_altaica"
"47","Cebus_capucinus_imitator"
"48","Callithrix_jacchus"
"49","Mus_caroli"
"50","Ovis_aries"
