"","x"
"1","Marmota"
"2","Callithrix_jacchus"
"3","Sarcophilus_harrisii"
"4","Canis_familiaris"
"5","Oryctolagus_cuniculus"
"6","Mus_musculus"
"7","Bos_taurus"
"8","Rattus_norvegicus"
"9","Capra_hircus"
"10","Cavia_porcellus"
"11","Gorilla_gorilla"
"12","Cercocebus_atys"
"13","Ursus_maritimus"
"14","Panthera_tigris_altaica"
"15","Pteropus_vampyrus"
"16","Microtus_ochrogaster"
"17","Equus_caballus"
"18","Pongo_abelii"
"19","Macaca_fascicularis"
"20","Loxodonta_africana"
"21","Ailuropoda_melanoleuca"
"22","Vombatus_ursinus"
"23","Homo_sapiens"
"24","Tursiops_truncatus"
"25","Mesocricetus_auratus"
"26","Mustela_putorius_furo"
"27","Mus_caroli"
"28","Sus_scrofa"
"29","Jaculus_jaculus"
"30","Papio_anubis"
"31","Otolemur_garnettii"
"32","Ursus_americanus"
"33","Vulpes_vulpes"
"34","Macaca_mulatta"
"35","Equus_asinus_asinus"
"36","Dasypus_novemcinctus"
"37","Nomascus_leucogenys"
"38","Monodelphis_domestica"
"39","Colobus_angolensis_palliatus"
"40","Chinchilla_lanigera"
"41","Octodon_degus"
"42","Meriones_unguiculatus"
"43","Cebus_capucinus_imitator"
"44","Ovis_aries"
"45","Peromyscus_maniculatus_bairdii"
"46","Pan_troglodytes"
"47","Chlorocebus_sabaeus"
"48","Saimiri_boliviensis_boliviensis"
"49","Carlito_syrichta"
"50","Macaca_nemestrina"
