"","x"
"1","Saimiri_boliviensis_boliviensis"
"2","Phascolarctos_cinereus"
"3","Sarcophilus_harrisii"
"4","Colobus_angolensis_palliatus"
"5","Loxodonta_africana"
"6","Felis_catus"
"7","Panthera_pardus"
"8","Papio_anubis"
"9","Oryctolagus_cuniculus"
"10","Capra_hircus"
"11","Ursus_maritimus"
"12","Myotis_lucifugus"
"13","Dasypus_novemcinctus"
"14","Marmota"
"15","Callithrix_jacchus"
"16","Ailuropoda_melanoleuca"
"17","Pan_troglodytes"
"18","Peromyscus_maniculatus_bairdii"
"19","Tursiops_truncatus"
"20","Mus_musculus"
"21","Dipodomys_ordii"
"22","Mus_caroli"
"23","Macaca_fascicularis"
"24","Equus_asinus_asinus"
"25","Pteropus_vampyrus"
"26","Monodelphis_domestica"
"27","Vulpes_vulpes"
"28","Mustela_putorius_furo"
"29","Jaculus_jaculus"
"30","Cavia_porcellus"
"31","Bos_taurus"
"32","Meriones_unguiculatus"
"33","Macaca_nemestrina"
"34","Ursus_americanus"
"35","Pan_paniscus"
"36","Rattus_norvegicus"
"37","Octodon_degus"
"38","Equus_caballus"
"39","Ovis_aries"
"40","Sus_scrofa"
"41","Castor_canadensis"
"42","Mesocricetus_auratus"
"43","Gorilla_gorilla"
"44","Microtus_ochrogaster"
"45","Cercocebus_atys"
"46","Ictidomys_tridecemlineatus"
"47","Homo_sapiens"
"48","Microcebus_murinus"
"49","Chlorocebus_sabaeus"
"50","Carlito_syrichta"
