"","x"
"1","Sus_scrofa"
"2","Microtus_ochrogaster"
"3","Tursiops_truncatus"
"4","Dipodomys_ordii"
"5","Equus_asinus_asinus"
"6","Cebus_capucinus_imitator"
"7","Octodon_degus"
"8","Mesocricetus_auratus"
"9","Equus_caballus"
"10","Macaca_nemestrina"
"11","Ursus_maritimus"
"12","Castor_canadensis"
"13","Monodelphis_domestica"
"14","Pan_troglodytes"
"15","Rattus_norvegicus"
"16","Nomascus_leucogenys"
"17","Cercocebus_atys"
"18","Callithrix_jacchus"
"19","Peromyscus_maniculatus_bairdii"
"20","Neovison_vison"
"21","Chlorocebus_sabaeus"
"22","Sarcophilus_harrisii"
"23","Phascolarctos_cinereus"
"24","Marmota"
"25","Mus_musculus"
"26","Ictidomys_tridecemlineatus"
"27","Myotis_lucifugus"
"28","Saimiri_boliviensis_boliviensis"
"29","Mus_caroli"
"30","Cavia_porcellus"
"31","Gorilla_gorilla"
"32","Pongo_abelii"
"33","Panthera_pardus"
"34","Chinchilla_lanigera"
"35","Papio_anubis"
"36","Meriones_unguiculatus"
"37","Ursus_americanus"
"38","Loxodonta_africana"
"39","Otolemur_garnettii"
"40","Vombatus_ursinus"
"41","Vulpes_vulpes"
"42","Felis_catus"
"43","Pan_paniscus"
"44","Jaculus_jaculus"
"45","Canis_familiaris"
"46","Homo_sapiens"
"47","Bos_taurus"
"48","Macaca_fascicularis"
"49","Capra_hircus"
"50","Ailuropoda_melanoleuca"
