"","x"
"1","Panthera_pardus"
"2","Octodon_degus"
"3","Rattus_norvegicus"
"4","Panthera_tigris_altaica"
"5","Myotis_lucifugus"
"6","Dasypus_novemcinctus"
"7","Ictidomys_tridecemlineatus"
"8","Jaculus_jaculus"
"9","Castor_canadensis"
"10","Otolemur_garnettii"
"11","Colobus_angolensis_palliatus"
"12","Pan_troglodytes"
"13","Cebus_capucinus_imitator"
"14","Oryctolagus_cuniculus"
"15","Peromyscus_maniculatus_bairdii"
"16","Loxodonta_africana"
"17","Papio_anubis"
"18","Cavia_porcellus"
"19","Chlorocebus_sabaeus"
"20","Dipodomys_ordii"
"21","Gorilla_gorilla"
"22","Mus_caroli"
"23","Nomascus_leucogenys"
"24","Felis_catus"
"25","Microcebus_murinus"
"26","Mesocricetus_auratus"
"27","Phascolarctos_cinereus"
"28","Pan_paniscus"
"29","Pteropus_vampyrus"
"30","Microtus_ochrogaster"
"31","Carlito_syrichta"
"32","Ursus_americanus"
"33","Marmota"
"34","Equus_asinus_asinus"
"35","Chinchilla_lanigera"
"36","Ailuropoda_melanoleuca"
"37","Tursiops_truncatus"
"38","Canis_familiaris"
"39","Equus_caballus"
"40","Ovis_aries"
"41","Homo_sapiens"
"42","Ursus_maritimus"
"43","Macaca_nemestrina"
"44","Saimiri_boliviensis_boliviensis"
"45","Sus_scrofa"
"46","Meriones_unguiculatus"
"47","Cercocebus_atys"
"48","Mus_musculus"
"49","Pongo_abelii"
"50","Bos_taurus"
