"","x"
"1","Jaculus_jaculus"
"2","Saimiri_boliviensis_boliviensis"
"3","Monodelphis_domestica"
"4","Felis_catus"
"5","Pan_paniscus"
"6","Panthera_pardus"
"7","Mesocricetus_auratus"
"8","Bison_bison"
"9","Sus_scrofa"
"10","Mus_musculus"
"11","Marmota"
"12","Homo_sapiens"
"13","Equus_caballus"
"14","Chlorocebus_sabaeus"
"15","Otolemur_garnettii"
"16","Ailuropoda_melanoleuca"
"17","Dasypus_novemcinctus"
"18","Macaca_fascicularis"
"19","Castor_canadensis"
"20","Meriones_unguiculatus"
"21","Ictidomys_tridecemlineatus"
"22","Vulpes_vulpes"
"23","Colobus_angolensis_palliatus"
"24","Ursus_maritimus"
"25","Loxodonta_africana"
"26","Ursus_americanus"
"27","Gorilla_gorilla"
"28","Dipodomys_ordii"
"29","Equus_asinus_asinus"
"30","Tursiops_truncatus"
"31","Microcebus_murinus"
"32","Macaca_nemestrina"
"33","Oryctolagus_cuniculus"
"34","Vombatus_ursinus"
"35","Neovison_vison"
"36","Cebus_capucinus_imitator"
"37","Pan_troglodytes"
"38","Capra_hircus"
"39","Pongo_abelii"
"40","Phascolarctos_cinereus"
"41","Octodon_degus"
"42","Cavia_porcellus"
"43","Pteropus_vampyrus"
"44","Nomascus_leucogenys"
"45","Cercocebus_atys"
"46","Ovis_aries"
"47","Peromyscus_maniculatus_bairdii"
"48","Sarcophilus_harrisii"
"49","Chinchilla_lanigera"
"50","Callithrix_jacchus"
