"","x"
"1","Cavia_porcellus"
"2","Monodelphis_domestica"
"3","Carlito_syrichta"
"4","Gorilla_gorilla"
"5","Mus_caroli"
"6","Equus_caballus"
"7","Microtus_ochrogaster"
"8","Cercocebus_atys"
"9","Ovis_aries"
"10","Chinchilla_lanigera"
"11","Bison_bison"
"12","Tursiops_truncatus"
"13","Microcebus_murinus"
"14","Dasypus_novemcinctus"
"15","Marmota"
"16","Ictidomys_tridecemlineatus"
"17","Phascolarctos_cinereus"
"18","Dipodomys_ordii"
"19","Ailuropoda_melanoleuca"
"20","Castor_canadensis"
"21","Macaca_mulatta"
"22","Octodon_degus"
"23","Chlorocebus_sabaeus"
"24","Colobus_angolensis_palliatus"
"25","Mesocricetus_auratus"
"26","Pongo_abelii"
"27","Cebus_capucinus_imitator"
"28","Canis_familiaris"
"29","Callithrix_jacchus"
"30","Pan_paniscus"
"31","Vulpes_vulpes"
"32","Homo_sapiens"
"33","Peromyscus_maniculatus_bairdii"
"34","Papio_anubis"
"35","Meriones_unguiculatus"
"36","Nomascus_leucogenys"
"37","Mustela_putorius_furo"
"38","Otolemur_garnettii"
"39","Capra_hircus"
"40","Panthera_pardus"
"41","Mus_musculus"
"42","Ursus_americanus"
"43","Sarcophilus_harrisii"
"44","Pteropus_vampyrus"
"45","Pan_troglodytes"
"46","Saimiri_boliviensis_boliviensis"
"47","Macaca_nemestrina"
"48","Bos_taurus"
"49","Neovison_vison"
"50","Macaca_fascicularis"
