"","x"
"1","Vombatus_ursinus"
"2","Myotis_lucifugus"
"3","Mus_musculus"
"4","Sus_scrofa"
"5","Callithrix_jacchus"
"6","Jaculus_jaculus"
"7","Felis_catus"
"8","Ovis_aries"
"9","Mus_caroli"
"10","Panthera_pardus"
"11","Macaca_fascicularis"
"12","Cercocebus_atys"
"13","Equus_caballus"
"14","Equus_asinus_asinus"
"15","Rattus_norvegicus"
"16","Saimiri_boliviensis_boliviensis"
"17","Ictidomys_tridecemlineatus"
"18","Pteropus_vampyrus"
"19","Pongo_abelii"
"20","Vulpes_vulpes"
"21","Ursus_americanus"
"22","Otolemur_garnettii"
"23","Monodelphis_domestica"
"24","Cebus_capucinus_imitator"
"25","Peromyscus_maniculatus_bairdii"
"26","Homo_sapiens"
"27","Marmota"
"28","Dasypus_novemcinctus"
"29","Pan_paniscus"
"30","Gorilla_gorilla"
"31","Meriones_unguiculatus"
"32","Bison_bison"
"33","Capra_hircus"
"34","Ailuropoda_melanoleuca"
"35","Dipodomys_ordii"
"36","Colobus_angolensis_palliatus"
"37","Phascolarctos_cinereus"
"38","Ursus_maritimus"
"39","Tursiops_truncatus"
"40","Octodon_degus"
"41","Carlito_syrichta"
"42","Papio_anubis"
"43","Mustela_putorius_furo"
"44","Neovison_vison"
"45","Pan_troglodytes"
"46","Mesocricetus_auratus"
"47","Chinchilla_lanigera"
"48","Castor_canadensis"
"49","Nomascus_leucogenys"
"50","Bos_taurus"
