"","x"
"1","Ursus_maritimus"
"2","Ursus_americanus"
"3","Panthera_pardus"
"4","Mus_musculus"
"5","Pan_paniscus"
"6","Meriones_unguiculatus"
"7","Macaca_mulatta"
"8","Dasypus_novemcinctus"
"9","Carlito_syrichta"
"10","Pan_troglodytes"
"11","Saimiri_boliviensis_boliviensis"
"12","Mesocricetus_auratus"
"13","Sarcophilus_harrisii"
"14","Equus_caballus"
"15","Dipodomys_ordii"
"16","Panthera_tigris_altaica"
"17","Octodon_degus"
"18","Ailuropoda_melanoleuca"
"19","Gorilla_gorilla"
"20","Microtus_ochrogaster"
"21","Phascolarctos_cinereus"
"22","Ictidomys_tridecemlineatus"
"23","Otolemur_garnettii"
"24","Homo_sapiens"
"25","Vulpes_vulpes"
"26","Cavia_porcellus"
"27","Vombatus_ursinus"
"28","Tursiops_truncatus"
"29","Loxodonta_africana"
"30","Chinchilla_lanigera"
"31","Chlorocebus_sabaeus"
"32","Capra_hircus"
"33","Canis_familiaris"
"34","Rattus_norvegicus"
"35","Felis_catus"
"36","Macaca_nemestrina"
"37","Peromyscus_maniculatus_bairdii"
"38","Mustela_putorius_furo"
"39","Callithrix_jacchus"
"40","Bison_bison"
"41","Bos_taurus"
"42","Microcebus_murinus"
"43","Sus_scrofa"
"44","Equus_asinus_asinus"
"45","Castor_canadensis"
"46","Neovison_vison"
"47","Marmota"
"48","Pongo_abelii"
"49","Monodelphis_domestica"
"50","Macaca_fascicularis"
