"","x"
"1","Sus_scrofa"
"2","Vombatus_ursinus"
"3","Macaca_fascicularis"
"4","Capra_hircus"
"5","Mustela_putorius_furo"
"6","Macaca_mulatta"
"7","Nomascus_leucogenys"
"8","Mesocricetus_auratus"
"9","Panthera_tigris_altaica"
"10","Ailuropoda_melanoleuca"
"11","Ovis_aries"
"12","Pteropus_vampyrus"
"13","Callithrix_jacchus"
"14","Mus_musculus"
"15","Pan_troglodytes"
"16","Bison_bison"
"17","Myotis_lucifugus"
"18","Castor_canadensis"
"19","Felis_catus"
"20","Ursus_maritimus"
"21","Loxodonta_africana"
"22","Pan_paniscus"
"23","Rattus_norvegicus"
"24","Tursiops_truncatus"
"25","Colobus_angolensis_palliatus"
"26","Equus_asinus_asinus"
"27","Bos_taurus"
"28","Monodelphis_domestica"
"29","Chinchilla_lanigera"
"30","Otolemur_garnettii"
"31","Dipodomys_ordii"
"32","Panthera_pardus"
"33","Phascolarctos_cinereus"
"34","Microcebus_murinus"
"35","Canis_familiaris"
"36","Pongo_abelii"
"37","Homo_sapiens"
"38","Cercocebus_atys"
"39","Jaculus_jaculus"
"40","Papio_anubis"
"41","Ictidomys_tridecemlineatus"
"42","Dasypus_novemcinctus"
"43","Chlorocebus_sabaeus"
"44","Cavia_porcellus"
"45","Macaca_nemestrina"
"46","Mus_caroli"
"47","Microtus_ochrogaster"
"48","Equus_caballus"
"49","Meriones_unguiculatus"
"50","Saimiri_boliviensis_boliviensis"
