"","x"
"1","Capra_hircus"
"2","Panthera_tigris_altaica"
"3","Dipodomys_ordii"
"4","Mustela_putorius_furo"
"5","Ursus_maritimus"
"6","Monodelphis_domestica"
"7","Phascolarctos_cinereus"
"8","Callithrix_jacchus"
"9","Chlorocebus_sabaeus"
"10","Sus_scrofa"
"11","Cebus_capucinus_imitator"
"12","Octodon_degus"
"13","Saimiri_boliviensis_boliviensis"
"14","Dasypus_novemcinctus"
"15","Mus_musculus"
"16","Microcebus_murinus"
"17","Meriones_unguiculatus"
"18","Bison_bison"
"19","Nomascus_leucogenys"
"20","Oryctolagus_cuniculus"
"21","Cercocebus_atys"
"22","Microtus_ochrogaster"
"23","Canis_familiaris"
"24","Pan_paniscus"
"25","Myotis_lucifugus"
"26","Loxodonta_africana"
"27","Panthera_pardus"
"28","Rattus_norvegicus"
"29","Pan_troglodytes"
"30","Equus_asinus_asinus"
"31","Bos_taurus"
"32","Ursus_americanus"
"33","Ovis_aries"
"34","Tursiops_truncatus"
"35","Felis_catus"
"36","Homo_sapiens"
"37","Marmota"
"38","Sarcophilus_harrisii"
"39","Macaca_mulatta"
"40","Mus_caroli"
"41","Otolemur_garnettii"
"42","Macaca_fascicularis"
"43","Neovison_vison"
"44","Castor_canadensis"
"45","Ictidomys_tridecemlineatus"
"46","Vombatus_ursinus"
"47","Cavia_porcellus"
"48","Colobus_angolensis_palliatus"
"49","Jaculus_jaculus"
"50","Equus_caballus"
