"","x"
"1","Octodon_degus"
"2","Microtus_ochrogaster"
"3","Macaca_mulatta"
"4","Macaca_fascicularis"
"5","Tursiops_truncatus"
"6","Oryctolagus_cuniculus"
"7","Equus_asinus_asinus"
"8","Otolemur_garnettii"
"9","Sarcophilus_harrisii"
"10","Cavia_porcellus"
"11","Cebus_capucinus_imitator"
"12","Phascolarctos_cinereus"
"13","Chinchilla_lanigera"
"14","Ursus_americanus"
"15","Saimiri_boliviensis_boliviensis"
"16","Jaculus_jaculus"
"17","Mustela_putorius_furo"
"18","Equus_caballus"
"19","Panthera_tigris_altaica"
"20","Sus_scrofa"
"21","Ovis_aries"
"22","Bison_bison"
"23","Panthera_pardus"
"24","Gorilla_gorilla"
"25","Chlorocebus_sabaeus"
"26","Pteropus_vampyrus"
"27","Callithrix_jacchus"
"28","Macaca_nemestrina"
"29","Rattus_norvegicus"
"30","Peromyscus_maniculatus_bairdii"
"31","Bos_taurus"
"32","Microcebus_murinus"
"33","Capra_hircus"
"34","Castor_canadensis"
"35","Mesocricetus_auratus"
"36","Myotis_lucifugus"
"37","Vulpes_vulpes"
"38","Carlito_syrichta"
"39","Pan_troglodytes"
"40","Dasypus_novemcinctus"
"41","Mus_musculus"
"42","Pongo_abelii"
"43","Felis_catus"
"44","Neovison_vison"
"45","Ailuropoda_melanoleuca"
"46","Ursus_maritimus"
"47","Monodelphis_domestica"
"48","Mus_caroli"
"49","Meriones_unguiculatus"
"50","Nomascus_leucogenys"
