"","x"
"1","Meriones_unguiculatus"
"2","Colobus_angolensis_palliatus"
"3","Equus_caballus"
"4","Oryctolagus_cuniculus"
"5","Monodelphis_domestica"
"6","Mesocricetus_auratus"
"7","Ictidomys_tridecemlineatus"
"8","Cebus_capucinus_imitator"
"9","Cercocebus_atys"
"10","Felis_catus"
"11","Callithrix_jacchus"
"12","Ursus_americanus"
"13","Castor_canadensis"
"14","Jaculus_jaculus"
"15","Papio_anubis"
"16","Dipodomys_ordii"
"17","Loxodonta_africana"
"18","Myotis_lucifugus"
"19","Bos_taurus"
"20","Ailuropoda_melanoleuca"
"21","Dasypus_novemcinctus"
"22","Canis_familiaris"
"23","Cavia_porcellus"
"24","Ovis_aries"
"25","Panthera_tigris_altaica"
"26","Nomascus_leucogenys"
"27","Chinchilla_lanigera"
"28","Chlorocebus_sabaeus"
"29","Neovison_vison"
"30","Tursiops_truncatus"
"31","Microtus_ochrogaster"
"32","Macaca_fascicularis"
"33","Microcebus_murinus"
"34","Homo_sapiens"
"35","Macaca_nemestrina"
"36","Pan_troglodytes"
"37","Mus_caroli"
"38","Otolemur_garnettii"
"39","Gorilla_gorilla"
"40","Marmota"
"41","Pongo_abelii"
"42","Pteropus_vampyrus"
"43","Macaca_mulatta"
"44","Bison_bison"
"45","Panthera_pardus"
"46","Capra_hircus"
"47","Sus_scrofa"
"48","Rattus_norvegicus"
"49","Mus_musculus"
"50","Sarcophilus_harrisii"
