"","x"
"1","Panthera_pardus"
"2","Macaca_mulatta"
"3","Panthera_tigris_altaica"
"4","Nomascus_leucogenys"
"5","Myotis_lucifugus"
"6","Chlorocebus_sabaeus"
"7","Loxodonta_africana"
"8","Sarcophilus_harrisii"
"9","Pan_paniscus"
"10","Saimiri_boliviensis_boliviensis"
"11","Macaca_fascicularis"
"12","Tursiops_truncatus"
"13","Oryctolagus_cuniculus"
"14","Chinchilla_lanigera"
"15","Neovison_vison"
"16","Papio_anubis"
"17","Equus_caballus"
"18","Ailuropoda_melanoleuca"
"19","Ictidomys_tridecemlineatus"
"20","Homo_sapiens"
"21","Microcebus_murinus"
"22","Mus_caroli"
"23","Meriones_unguiculatus"
"24","Dasypus_novemcinctus"
"25","Mustela_putorius_furo"
"26","Octodon_degus"
"27","Monodelphis_domestica"
"28","Sus_scrofa"
"29","Pteropus_vampyrus"
"30","Vombatus_ursinus"
"31","Macaca_nemestrina"
"32","Vulpes_vulpes"
"33","Otolemur_garnettii"
"34","Gorilla_gorilla"
"35","Bison_bison"
"36","Cavia_porcellus"
"37","Castor_canadensis"
"38","Capra_hircus"
"39","Peromyscus_maniculatus_bairdii"
"40","Jaculus_jaculus"
"41","Rattus_norvegicus"
"42","Bos_taurus"
"43","Marmota"
"44","Dipodomys_ordii"
"45","Phascolarctos_cinereus"
"46","Ursus_americanus"
"47","Mesocricetus_auratus"
"48","Cebus_capucinus_imitator"
"49","Microtus_ochrogaster"
"50","Equus_asinus_asinus"
