"","x"
"1","Macaca_fascicularis"
"2","Bison_bison"
"3","Pteropus_vampyrus"
"4","Panthera_pardus"
"5","Pan_troglodytes"
"6","Dipodomys_ordii"
"7","Canis_familiaris"
"8","Mustela_putorius_furo"
"9","Jaculus_jaculus"
"10","Vombatus_ursinus"
"11","Dasypus_novemcinctus"
"12","Rattus_norvegicus"
"13","Microcebus_murinus"
"14","Nomascus_leucogenys"
"15","Neovison_vison"
"16","Papio_anubis"
"17","Equus_caballus"
"18","Capra_hircus"
"19","Tursiops_truncatus"
"20","Vulpes_vulpes"
"21","Chinchilla_lanigera"
"22","Macaca_nemestrina"
"23","Pongo_abelii"
"24","Carlito_syrichta"
"25","Gorilla_gorilla"
"26","Mus_musculus"
"27","Octodon_degus"
"28","Loxodonta_africana"
"29","Cercocebus_atys"
"30","Oryctolagus_cuniculus"
"31","Bos_taurus"
"32","Chlorocebus_sabaeus"
"33","Cebus_capucinus_imitator"
"34","Ovis_aries"
"35","Microtus_ochrogaster"
"36","Phascolarctos_cinereus"
"37","Equus_asinus_asinus"
"38","Cavia_porcellus"
"39","Mus_caroli"
"40","Sarcophilus_harrisii"
"41","Myotis_lucifugus"
"42","Ictidomys_tridecemlineatus"
"43","Homo_sapiens"
"44","Monodelphis_domestica"
"45","Castor_canadensis"
"46","Macaca_mulatta"
"47","Marmota"
"48","Ailuropoda_melanoleuca"
"49","Felis_catus"
"50","Pan_paniscus"
